id,subject_area,q,oa,ob,oc,od,oe
a1de3023-3ccc-51f2-9813-9e3eef1fed2d,EDEBIYAT,"(I) Klasik eserlerde biçim kusursuz ve dil herkesin her dönemde anlayabileceği şekilde sade ve anlaşılır bir özellik taşıdığından eserler zamana dayanabilmektedir. (II) Aşağı yukarı bütün klasik yazarların eserleri bugün de severek okunmakta ya da dünya sahnelerinde oynanmaktadır. (III) Kısaca klasik eserler evrenseldir. (IV) Bu özellik, klasisizmi diğer akımlardan ayırır. (V) Ayrıca diğer akımlara nazaran klasisizmde şiir ve tiyatro türü ihmal edilmiştir.
Bu parçada numaralanmış cümlelerin hangisinde bir yanlışlık yapılmıştır?",I,II,III,IV,V
d878bab1-c1e8-5e24-b2e4-5153bcd5cebd,FIZIK,"$^{12}C$ (karbon) atomu ile ilgili,
I. Çekirdeğinde bulunan yukarı kuark sayısı, aşağı kuark sayısından fazladır.
II. Nükleonlarını bir arada tutan kuvvet, yeğin çekirdek kuvvetidir.
III. Toplam nükleon sayısı 6'dır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,II ve III
43845302-5170-510b-b151-bfe3a28816d2,BIYOLOJI,"Sağlıklı bir insanın vücudunda, aşağıdaki enzimatik olaylardan hangisi, hem hücre içinde hem de hücre dışında gerçekleşebilir?",Nişastanın glikozlara kadar sindirilmesi,"Yağ asitlerinin, $H_2O$ ve $CO_2$'ye kadar yıkılması",Glikojenin glikozlara kadar parçalanması,Nükleotitlerden nükleik asit üretilmesi,Amino asitlerden protein sentezlenmesi
b6f29cec-09c5-5c43-8312-ca800cb3d7f9,MATEMATIK,"$p$ ve $q$ birer önerme olmak üzere, $p \implies q$ önermesi bir gerektirme olduğuna göre, I. $p' \implies q'$ II. $q' \implies p'$ III. $(q \implies p)'$ önermelerinden hangileri kesinlikle bir gerektirmedir?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
e5d5d713-4ff6-56e0-a558-a34d2bb10a1b,FIZIK,"Newton'ın II. hareket yasasına göre bir cisme etki eden net kuvvet bulunurken kuvvetlerin aynı cisme veya aynı noktaya etki etmesi dikkate alınır.
Buna göre;
I. yatay bir masa üzerinde bulunan bir kitabın masaya uyguladığı kuvvet ile masanın kitaba uyguladığı kuvvet,
II. yerkürenin Ay'a uyguladığı kuvvet ile Ay'ın yerküreye uyguladığı kuvvet,
III. masa üzerinde bulunan bir kitabın yerküreye uyguladığı kuvvet ile yerkürenin masa üzerinde bulunan kitaba uyguladığı kuvvet
durumlarından hangilerinde kuvvetler bir cisim üzerinde gösterilerek net kuvvet bulunamaz?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
0ef88652-b77f-556d-ba62-c17f101e395b,MATEMATIK,"Sadece bir tane elemanı olan kümeye birim küme denir.
A birim küme olmak üzere,
$x-1 \in A$
$3x-7 \in A$
olduğuna göre, $x$ kaçtır?",2,3,4,5,6
ceaa7fa2-8e2a-5bf9-861e-8b97ebb02d3c,KIMYA,"İdeal He ve $CH_4$ gazlarının;
I. Aynı sıcaklıkta ortalama yayılma hızları
II. $127^{\circ}C$'deki $CH_4$ gazı ile $-173^{\circ}C$'deki He gazının ortalama yayılma hızı
III. $927^{\circ}C$'deki $CH_4$ gazı ile $227^{\circ}C$'deki He gazının ortalama yayılma hızı
hangileri eşittir?
(Mol kütleleri: $H=1$ g/mol, $He=4$ g/mol, $C=12$ g/mol)",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
4b9b903b-e6d5-560e-87e4-9fff5e0530eb,FIZIK,"Bir gökdelenin kütle merkezinin yere uzaklığı $h_1$, ağırlık merkezinin yere uzaklığı $h_2$ dir. Bu gökdelen Ay yüzeyinde olsaydı, $h_1$ ve $h_2$ yükseklikleri Dünya'dakine göre nasıl değişirdi?","Değişmezdi, Değişmezdi","Azalırdı, Azalırdı","Artardı, Azalırdı","Azalırdı, Artardı","Artardı, Artardı"
7f72bb54-4048-5c3c-a585-ef41175eb639,TURKCE,Aşağıdaki cümlelerin hangisinde kısa çizginin (-) kullanımıyla ilgili bir yanlışlık yapılmıştır?,İş yerinden aldığı araç-gereci bodruma yerleştirdi.,Sizinle ilgili her şeyi -gördüğüm ve bildiğim her şeyi- mutlaka yazacağım.,İkinci Dünya Savaşı (1939-1945) tam altı yıl sürmüştür.,Nihayet Türkçe-Fransızca sözlük çalışmalarına başlamıştı.,Toplantımız 9.30-12.30 saatleri arasında yapılacaktır.
d7e69f7e-c64c-53a9-b722-5aaa952955e5,FIZIK,I. Öz ısı II. Isı sığası III. Sıcaklık değişimi Yukarıda verilen niceliklerden hangileri maddeler için ayırt edici bir özelliktir?,Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
e68f4c8a-289b-56c8-a03d-b09c00c809ea,GEOMETRI,"I. Düzgün çokgenlerin yansıma simetri eksen sayısı, çokgenin kenar sayısına eşittir.
II. Düzgün çokgenlerin dönme simetri eksenleri, çokgenin ağırlık merkezinde kesişir.
III. Düzgün bir çokgenin dönme simetri açısının ölçüsü, çokgenin bir dış açısının ölçüsüne eşittir.
İfadelerinden hangileri kesinlikle doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
948d7b01-9fd3-52b0-8e55-52c2f0bbb31e,KIMYA,"Yoğunluğu 1,08 g/ml olan 500 ml NaOH çözeltisinin derişimi 2M olduğuna göre çözeltinin derişimi kaç molaldir? (NaOH: 40)",2,"1,8","1,5",1,"0,5"
1cd47207-a0f2-5ba4-a203-d125a51d7b4a,KIMYA,$d$ orbital türü ile ilgili aşağıdakilerden hangisi yanlıştır?,Aynı enerji değerine karşılık gelen 5 tane orbitali bulunur.,3. enerji düzeyinden itibaren her enerji düzeyinde bulunur.,Aynı temel enerji düzeyine sahip en fazla 10 tane elektron bulundurabilir.,Elektron bulutu çekirdek etrafında $z^2$ yönelimli iki ayrı lobdan oluşur.,Açısal momentum kuantum sayısı ($l$) 2'dir.
f4282959-f657-5fbf-b3d8-0e16609f9019,KIMYA,"• Çiçek ve kızamık hastalıklarının tedavisinde ilk kez kimyayı tıbba uygulayan simyacıdır.
• Fırın, kroze gibi araç gereçleri geliştirmiştir.
• Karıncalardan formik asit elde etmiş ve alkolü antiseptik olarak tıpta kullanmıştır.
Yukarıda sözü edilen kişi aşağıdakilerden hangisidir?",A. Lavoisier,Democritus,Cabir bin Hayyan,Ebubekir Er-Razi,İbn-i Sina
7e995aad-0f58-557e-bffb-193d839f7edd,MATEMATIK,"Uçlarından biri açılmış olan bir kurşun kalemin şekilde görüldüğü gibi açılmamış olan kısmı dik dairesel silindir, açılmış olan ucu ise yüksekliği 1 birim olan bir dik dairesel koni şeklindedir. Kalemin diğer ucu, açılmış olan ucuyla özdeş olacak ve kalemin uzunluğu değişmeyecek biçimde açıldığında kalemin toplam hacmi %5 oranında azalıyor. Buna göre, kalemin toplam uzunluğu kaç birimdir?",12,14,16,18,20
d151b73e-31e4-5771-9376-68b46a0ee508,COGRAFYA,"Üzerinde yaşadığımız yer kabuğu levha adı verilen parçalardan oluşmaktadır. Bu levhalar hareket hâlindedir. Bu hareketlerden bazıları kısa bir sürede gerçekleşir ve etkileri insanlar tarafından gözlenebilir. Yer kabuğundaki hareketlerden bazıları da çok yavaş ve uzun sürelidir. Buna göre, aşağıdakilerden hangisi sırayla en hızlı ve en yavaş gerçekleşen hareketlerdir?",Epirojeniz - Orojeniz,Epirojeniz - Deprem,Orojeniz - Volkanizma,Deprem - Epirojeniz,Volkanizma - Deprem
2c868029-b8d0-5132-ba5b-27bbbfcbfe4e,TARIH,"Tarih öğretmeni tarafından ""Osmanlı Toprak Sistemi"" konulu bir çalışma yapması istenilen öğrencilerin, aşağıdaki kavramlardan hangisini kullanması beklenemez?",Arpalık,Paşmaklık,Gedik,Mülkane,Dirlik
7b72393f-cef4-509b-90fa-df8a19c71f45,TURKCE,"Hastaneden kaçar gibi çıkışını, gittiği sinemada gözlerinde donan görüntüyü, beynine hakim olamadığı o anca olanla- rı, Lamia ile yaşadıklarını kısa cümlelerle yazıya döktü.
Bu parçada aşağıdakilerden hangisinin örneği yoktur?",Somut isim,Özel isim,Topluluk ismi,Cins isim,Tekil isim
704e191b-7587-57b8-9389-11528294adee,KIMYA,"$AgCl$ tuzunun $t_1^{\circ}C$ ve $t_2^{\circ}C$'deki çözünürlük çarpımları ($K_{çç}$) değerleri sırasıyla $1.0 \times 10^{-10}$ ve $1.1 \times 10^{-10}$'dur. $t_1^{\circ}C$'de $AgCl$'nin katısı ile dengedeki sulu çözeltisinin sıcaklığı artırılıyor. Buna göre, I. $Ag^+$ iyonu derişimi II. $AgCl$ katı kütlesi III. $AgCl$'nin çözünürlüğü niceliklerinden hangileri azalır? ($t_2 > t_1$)",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
5497ca61-1730-5d49-977a-e37a1159d435,GEOMETRI,"$A(-1,2)$ noktasının $5x-12y+3=0$ doğrusuna göre simetriği $A'$ noktası olduğuna göre, $|AA'|$ kaç birimdir?",2,3,4,5,6
46b9144e-0148-54c8-a7ee-f949032a06db,TURKCE,"Denemeci anlatımını içtenlikle, tam bir açık yüreklilikle anlatan kişidir. Ana anlattıklarının inandırıcılığı onun bu yönünden gelir. Yoksa belgesel, kanıtlara yaslanan bir düzyazı biçimi değildir deneme. Öne sürülen her düşünce ya da savı doğrulama, kanıtlama gibi bir kaygısı yoktur denemecinin. Denemeyi makaleden, eleştiriden ayıran yönü de buradan gelir işte. Deneme, bir savı makale gibi kesin sonuçlara bağlamaz; eleştiri gibi de yargıları doğrulamaz. Örnekleme yolunu seçmez.
Bu parçanın anlatımında düşünceyi geliştirme yollarından hangisine ağırlık verilmiştir?",Örnekleme,Karşılaştırma,Tanımlama,Kişileştirme,Tanık Gösterme
e443790d-c13d-5486-b044-e548f5a1309f,GEOMETRI,"Dik dairesel silindir biçimindeki $3$ özdeş pil, ana doğruları boyunca herhangi ikisi birbirine teğet olacak biçimde birleştirildiğinde, köşeleri pillerin alt taban dairelerinin merkezleri olan üçgenin alanı $4\sqrt{3}$ birimkare oluyor.
Pillerden birinin hacmi $24\pi$ birimküp olduğuna göre, bir pilin yüksekliği kaç birimdir?",$3$,$6$,$8$,$12$,$16$
96d75bc7-07e7-538e-b7bb-6466b583ab45,COGRAFYA,"Aşağıda dış kuvvetlerden biri olan dalgalar ve gelgitin oluşturduğu şekiller birlikte verilmiştir.
Aşındırma Şekilleri:
• Lagün
• Haliç
• Falez
Biriktirme Şekilleri:
• Tombolo
• Kıyı kordonu
• Kıyı oku
Buna göre, hangisinin oluşum şekli yanlış verilmiştir?",Lagün,Tombolo,Falez,Kıyı oku,Haliç
6ee5b734-d576-5e21-a499-1dc72fee5f9f,KIMYA,"Karbon dioksit, azot oksitler ve kükürt oksitler havadaki su buharı ile birleşerek asit yağmurlarına neden olurlar.
Atmosferde oluşan asit yağmurları ile ilgili,
I. Tarihi eserlerin aşınmasına neden olur.
II. Astım ve bronşit gibi solunum yolu hastalıklarına neden olur.
III. Bitki örtüsünün zarar görmesine neden olur.
yargılarından hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
f501531d-1ad1-5b20-85d8-baa642e733c1,KIMYA,Canlı kalıntılarının milyonlarca yıl .................... ortamda başkalaşıma uğraması sonucu oluşan yakıtlara yakıt denir. Bu yakıtlar genel olarak petrol ve kömür olmak üzere iki guruba ayrılır. Petrol türevi olan .................... karışımının büyük bir kısmını .................... gazı oluşturmaktadır. Yukarıdaki paragrafta yer alan boşluklara aşağıdaki seçeneklerde verilen kelimeler doğru bir şekilde yazıldığında hangisi açıkta kalır?,oksijensiz,fosil,biyokütle,doğal gaz,metan
24b27f1a-6cfd-591d-9cf3-eacdf2ac4b40,MATEMATIK,"Bir sınıfta; matematik, fizik ve kimya kurslarının en az birine katılan öğrenciler bulunmaktadır. Matematik kursuna katılan 10, fizik kursuna katılan 13, kimya kursuna katılan 11, matematik ve fizik kursuna katılan 4, matematik ve kimya kursuna katılan 3, fizik ve kimya kurslarına katılan 5 öğrenci bulunmaktadır. Bu sınıfta üç kursa da katılan öğrenci sayısı 2 olduğuna göre, bu sınıftaki öğrenci sayısı kaçtır?",24,25,26,27,28
db43968f-5a24-58bc-9ea5-8ae39bbc8f1a,KIMYA,"I. $H^+_{(suda)} + OH^-_{(suda)} \rightarrow H_2O_{(s)}$
II. $Ca_{(k)} + 2HNO_{3(suda)} \rightarrow Ca(NO_3)_{2(suda)} + H_{2(g)}$
III. $H_{2(g)} + \frac{1}{2}O_{2(g)} \rightarrow H_2O_{(s)}$
Yukarıdaki tepkimelerden hangileri indirgenme - yükseltgenme tepkimesidir?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
cf672fd4-1b58-573d-bbfa-888fcb99bbfa,KIMYA,"I. Bağ oluşumu ekzotermiktir.
II. Bağın sağlamlığı arttıkça bağ enerjisi artar.
III. Bağın kararlılığı arttıkça bağ enerjisi azalır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,II ve III
6055185d-96c2-5861-b4c7-60b603f3d1c5,TURKCE,"Geçişsiz fiiller ""-r, -t, -tır"" eklerinden birini alarak geçişli hâle gelir, bu fiillere oldurgan çatı denir. Aşağıdakilerden hangisinde bu açıklamayı örnekleyen bir fiil kullanılmıştır?",Bu ülkede insanlar horozları dövüştürüyor.,Bakanın açıklamasına morarıkla bekliyor öğretmenler.,Defterin ilk sayfasına bir not bırakmış biri.,Kırmızı saçlarını bu kez de sarıya boyatmış.,Masanın üstündeki notları tek tek okuttu.
7d6026ac-f6e2-5530-a8fb-55857956fc0b,KIMYA,"Sadece X ve Y elementlerinden oluşan iki farklı bileşikten birincisi kütlece %75 X, ikincisi ise kütlece %90 X içermektedir. Buna göre, eşit kütlede Y elementi ile birleşen X kütleleri arasındaki katlı oran aşağıdakilerin hangisinde doğru verilmiştir?",$\frac{1}{3}$,$\frac{2}{3}$,$\frac{4}{5}$,2,4
97d1d3a5-75f9-5ca8-8617-bafc614dc8a6,BIYOLOJI,Aşağıdakilerden hangisi fermantasyon ve oksijenli solunum için ortak özelliktir?,FAD'ın indirgenmesi,Etil alkol veya laktik asit üretilmesi,Mitokondride gerçekleşmesi,ATP üretilmesi,ETS'nin görev yapması
3651b813-9cfe-5b0f-98d5-a692a4389cbd,KIMYA,"0,2 M 200 mL $AgNO_3$ çözeltisindeki tüm $Ag^+$ iyonlarını metalik Ag hâline çevirmek için 4 amperlik akım kaç saniye süre ile uygulanmalıdır? (1 mol elektron: 96500 C)",1930,965,"482,5",322,193
64e11871-fdfe-5868-8231-517558868c43,MATEMATIK,"$a$ bir gerçek sayı olmak üzere, dik koordinat düzleminde $y = 2x^2 - 4x + 2a$ parabolünün alabileceği en küçük değer $a$ olduğuna göre, $a$ kaçtır?",0,1,2,3,4
d7dc6edb-aaeb-5b37-b8cb-f75e19b5b889,BIYOLOJI,"Virüslere ait olan aşağıdaki özelliklerden hangisi, başka hiçbir canlı grubunda görülmez?",Özel bir nükleotit dizisine sahip olma,Kendine özgü bir protein yapısına sahip olma,DNA veya RNA'dan sadece birine sahip olma,Konak canlı hücre içinde çoğalma,"Konak hücreye girebilmek için, bazı özel enzimlere sahip olma"
a5ad150e-9243-5fa8-8878-93a9b16ddbe8,TARIH,"Romalılar önce çok tanrılı bir inanışa sahiptir; sınırları içerisinde Kudüs'te yayılan Hristiyanlığa da başta çok tepki göstermişlerdir. Ancak 313 yılında Milano Fermanı ile bu dini kabul etmişler ve serbest hale getirmişlerdir. Böylece Avrupa'da Hristiyanlığın yayılmasını sağlamışlardır.
Bu bilgiye göre aşağıdaki yargılardan hangisine ulaşılamaz?",Roma'nın dini yaşamında zaman içerisinde değişiklik olmuştur.,İlk tek tanrılı inanış Roma uygarlığında görülmüştür.,"Hristiyanlık önce Asya'da doğmuş, sonra Avrupa'ya yayılmıştır.",4. yüzyıldan itibaren Roma'da Hristiyanlığın yayılmasına engel olunmamıştır.,"Roma, Avrupa'nın dini yaşamında etkili olmuştur."
f4a9e098-1ad1-5d77-baa4-b8d897d39d54,BIYOLOJI,"Türkiye, biyoçeşitlilik bakımından incelendiğinde pek çok endemik tür barındırdığı, son derece zengin bir biyoçeşitliliğe sahip olduğu görülmektedir.
Bu durumun nedeni ile ilgili aşağıdaki sonuçlara ulaşılmıştır.
• Coğrafi yapı olarak deniz seviyesinden tutun da $2000 \text{ m}$ ve üzerinde dağlara, ovalara, platolara, vadilere, denizlere, göllere vb. sahiptir.
• Farklı yükseklikler ve yer şekilleri, aynı iklim koşullarında farklı küçük sıcaklık değişimleri-ne neden olmuştur.
• Türkiye; Asya, Avrupa ve Afrika kıtalarının kesişim yeridir.
Buna göre ülkemizin biyoçeşitliliği için;
I. Sadece tuzlu suya uyum sağlamış türlere sahiptir.
II. Yer şekilleri sonucu meydana gelen mikroklima, farklı koşullar arayan türlere olanak sağlamıştır.
III. Batı Anadolu'da Avrupa'ya özgü canlılara; Akdeniz bölgesinde Afrika türlerine, Doğu Anadolu'da Asya türlerine rastlanabilir.
IV. Orman, step, dağ ekosistemlerine ait canlıları barındırmaktadır.
ifadelerinden hangileri doğrudur?",I ve III,II ve IV,"I, II ve IV","II, III ve IV","I, II, III ve IV"
4bd04319-f883-5d82-845a-d04dbb325030,FIZIK,"İnsanoğlunun maruz kalabileceği en büyük doğal afetlerden birisi de depremdir.
Buna göre, depremin etkilerine karşı alınabilecek önlemler arasında,
I. Binaları deprem yönetmeliklerine uygun yapma,
II. Deprem riskinin yüksek olduğu bölgelerde deprem çantaları hazırlama,
III. Pencerelerden ve camdan yapılmış eşyalardan uzak durma,
eylemlerinden hangileri gösterilebilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
e70406b0-db1e-512a-9eec-abf44d50738b,FIZIK,"Türkiye'de evlerde kullanılan alternatif akımın frekansı $50 \text{ Hz}$ dir.
Bu frekans $60 \text{ Hz}$ olsaydı,
I. Ohmik (saf) dirençlerin değeri değişmezdi.
II. Bobinlerin indüktif reaktansları artardı.
III. Sığaçların kapasitif reaktansları azalırdı.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
703c84a5-d3a3-517a-8d44-0c801dab755c,SOSYAL,"Husserl'e göre fenomen olayın içindeki özdür, olayın dışarıdan edinilen insan özü benmerkezlidir. Ama insan özünü bilebilmek için insanlardan hareket edilir. Bu yolla insan aklının belirlediği insan özüne ulaşır. Bu parçadan hareketle aşağıdaki yargılardan hangisine ulaşılabilir?",Varlık maddedir.,Varlık akılla kavranabilen özdür.,Varlığın bilgisine ulaşmak mümkün değildir.,Varlık zaman ve mekânla sınırlı değildir.,Varlık sürekli bir oluş hâlindedir.
fa2af2b5-9c08-5e09-a820-1e2e7daca8d2,GEOMETRI,"Düzlemde O merkezli bir daire çiziliyor. Bu dairenin yayı üzerinde alınan birbirinden farklı A ve B noktaları için [AB] kirişi çiziliyor.
[AB] üzerinde alınan bir C noktası için, $|AC|=7$ birim, $|BC|=3$ birim ve $|OC|=4$ birim olduğu biliniyor.
Buna göre, bu dairenin alanı kaç birimkaredir?",$36\pi$,$37\pi$,$40\pi$,$45\pi$,$49\pi$
47a04211-4519-5e1e-b908-cbe1a306cd38,TURKCE,"Aşağıdaki cümlelerin hangisinde özne, sadece isim tamlamasından oluşmuştur?",Romantik yapıtlarda dilin sadeliğine önem verilmez.,İstasyona giderken evin kapısı açık kalmış.,"Tedirgin ırmak, korkunç seslerle ve ağlayışlarla doldurur geceyi.",Yazarın okuyucuları niçin dikkate almadığını bilmiyorum.,"Bu memleketin en kuvvetli iki kolu, sanat ve bilim olursa gelişebiliriz."
952c410c-67a0-584b-97f8-428c85f702ff,BIYOLOJI,"Bir insanın kan dolaşımına katılan;
I. akyuvar (lökosit),
II. alyuvar (eritrosit),
III. kan pulcukları (trombosit)
hücresel elemanlardan hangileri çekirdeğe sahiptir?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
928fdcfa-82ab-54d5-a523-8b21d051734d,BIYOLOJI,"Bir sinir hücresinde impulslar iletilirken, aşağıdaki olaylardan hangisi meydana gelmez?",Bir miktar ısının açığa çıkması,İyon geçişleri ile zar potansiyelinin değişmesi,Oksijenli solunumla ATP üretilmesi,Akson uzadıkça iletim hızının artması,Akson zarında aktif taşımayla potansiyel farkının oluşması
91974d60-acbf-547e-9b3e-8f62fc8b291e,MATEMATIK,"$f(x) = ax^2 + bx + c$ parabolü için $f\left(\frac{1}{7}\right) = f\left(\frac{20}{7}\right)$'dir. Buna göre, $-\frac{b}{a}$ değeri kaçtır?",1,$\frac{3}{2}$,2,$\frac{5}{2}$,3
d98ec1ae-b118-504c-adb4-d817ceaa9436,MATEMATIK,"Bir uçak 1800 km'lik bir yolun $\frac{1}{3}$'ünü saatte 600 km hızla, geriye kalan yolun yarısını saatte 300 km hızla ve geriye kalan yolu saatte 200 km hızla gitmiştir. Buna göre, uçak 1800 km'lik bu yolu kaç saatte gitmiştir?",5,6,8,9,10
80f912cd-392b-5a5d-a056-656a6dae9d99,MATEMATIK,"Bir sınıftaki erkek ve kız öğrencilerin bir kısmı gözlüklüdür. Bu sınıfta gözlüklü erkeklerin dışında 27 öğrenci, gözlüksüz erkeklerin dışında 14 öğrenci ve sınıfta toplam 9 kız öğrenci vardır. Buna göre, sınıfın öğrenci sayısı kaçtır?",32,27,25,24,18
6ca68f53-b20f-5f55-a6f0-e2277d1fab20,SOSYAL,"Din, insanın kendisinin ve sahip olduğu her şeyin Tanrı'nın bir parçası olmasından ötürü tamamen Tanrı'ya bağımlı olduğunu kabul etmesiyle başlar. Buradaki bağımlılık insanın tanrısal bir varlığın kaprislerine bağımlı olması anlamına değildir; insanın bütünün bir öğesi olması anlamındadır. İnsan Tanrı'da ortaya çıkar ve Tanrı'da yaşar. Bu parçadaki açıklama aşağıdaki görüşlerden hangisiyle ilişkilendirilebilir?",Deizm,Teizm,Agnostisizm,Panteizm,Ateizm
80c61266-db2a-5a97-a582-d92ea47140eb,FIZIK,"Temel kuvvetlere, alan parçacıkları aracılık eder.
Buna göre,
I. Elektromanyetik kuvvete graviton aracılık eder.
II. Yeğin çekirdek kuvvetine gluon aracılık eder.
III. Zayıf çekirdek kuvvetine W ve Z bozonları aracılık eder.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,II ve III,"I, II ve III"
1b352c29-b60d-5602-876d-3be1313f9819,KIMYA,Gıda katkı maddeleri kullanımının yasak olduğu bir ülkede aşağıdakilerden hangisinin doğru olması beklenmez?,Çikolata heterojen görünümlüdür.,Ekmek kısa zamanda küflenir.,Şekerlemeler yeterince tatlı değildir.,Dondurmanın rengi canlı ve albenilidir.,Mayonezdeki sıvı yağ diğer maddelerden ayrı durur.
86316c78-264e-5e6d-96f2-214ef3678179,EDEBIYAT,"Türkçenin tarihî gelişimini inceleyen bir bilim insanı, Türkçenin en eski geçmişine dair bilgileri öğrenmek için aşağıdaki eserlerden hangisini ilk olarak incelemelidir?",Altun Yaruk,Köktürk Anıtları,Divanu Lügati't-Türk,Yunus Emre Divanı,Tercüman-ı Ahval gazetesi
63df6faf-2d6b-55be-9229-ec7910fff741,MATEMATIK,$\frac{7\sin 40^\circ - 3\cos 50^\circ}{\sin 140^\circ}$ işleminin sonucu kaçtır?,2,4,6,8,10
09c19bf9-0d42-5a7f-9762-b7926e344033,MATEMATIK,"A = {Sarışın insanlar}
B = {Sarışın kadınlar}
olduğuna göre, $A - B$ kümesi aşağıdakilerden hangisidir?",{Sarışın olmayan insanlar},{Sarışın olmayan kadınlar},{Sarışın olmayan erkekler},{Sarışın erkekler},{Sarışın çocuklar}
6578a748-025c-55d8-8292-a799260231ba,FIZIK,"Bir alışveriş merkezinin tavanına büyük bir avize zincirle asılarak dengelenmiştir. Avize üzerinde toplam 32 lamba bulunmaktadır. Lambalardan 16 tanesi çıkarıldığında avizenin yatay konumunda değişiklik olmamaktadır. Buna göre
I. Avizenin toplam kütlesinin Dünya'ya uyguladığı kütle çekim kuvveti azalmıştır.
II. Alışveriş merkezinin tavanına zincirin uyguladığı toplam kuvvet azalmıştır.
III. Avizeye etki eden net kuvvet azalmıştır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
d7bdf498-9fb4-5207-b25e-b2218bcbb68c,BIYOLOJI,"Annesi $0 \text{ Rh}^-$ grubundan, babası ise $AB \text{ Rh}^+$ kan gruplu olan bir erkek ile $0 \text{ Rh}^+$ kan gruplu bir kadın evleniyorlar. Bu evlilikten, aşağıdaki kan gruplarından hangisine sahip bir çocuk doğamaz?",$AB \text{ Rh}^+$,$B \text{ Rh}^+$,$A \text{ Rh}^+$,$0 \text{ Rh}^-$,$0 \text{ Rh}^+$
6b0cf85b-96ec-5c40-ac4b-83eeba4fc1e6,KIMYA,"Birbirinin izomeri olan düz zincirli bir alkin ile sikloalken molekülündeki, I. $\pi$ bağı sayısı II. Sigma bağı sayısı III. Molekül kütlesi verilenlerden hangileri farklıdır?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
bc41139d-fea1-5605-b7f3-2d7e601eb1e6,KIMYA,"Kütlece %20'lik 300 gram tuzlu su çözeltisi ile kütlece %30'luk bir miktar tuzlu su çözeltisi karıştırıldığında kütlece %24'lük tuzlu su çözeltisi oluşuyor. Buna göre, kütlece %30'luk karışımın kütlesi kaç gramdır?",50,100,150,200,250
5f6968bd-1cd1-5303-b89c-e8e3f14695b9,GEOMETRI,"ABCD dik yamuk, $[AD] \parallel [BC]$, $[AD] \perp [AB]$, $[EF] \parallel [DC]$, $|AD| = 4 \text{ cm}$, $|BC| = 6 \text{ cm}$.
$3 \cdot A(AEFD) = 2 \cdot A(EBCF)$
Yukarıdaki verilere göre, $|EF| = x$ kaç $\text{cm}$'dir?",$3\sqrt{2}$,$2\sqrt{5}$,$2\sqrt{6}$,$2\sqrt{7}$,$\sqrt{30}$
f2a8d35a-81de-5f41-8640-cdf7738720c4,KIMYA,"Karbon nanotüpler ile ilgili;
I. Isı ve elektriği iletir.
II. Doğal bir allotroptur.
III. Çok küçük boyuttaki tüplerden oluşur.
yargılarından hangileri yanlıştır?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
5d702ffc-e6eb-5fdf-ba42-5abfe403a8af,FIZIK,"Bir gezegenin çevresinde çembersel yörüngelerde dolanmakta olan K ve L uydularının kütleleri eşittir. K uydusunun yörünge yarıçapı L'ninkinden büyük olduğuna göre, uyduların dolanma periyotları $T_K$, $T_L$, gezegenin uydulara uyguladığı çekim kuvvetlerinin büyüklükleri $F_K$, $F_L$ arasındaki büyüklük ilişkisi aşağıdakilerden hangisinde doğru olarak verilmiştir?",$T_K > T_L$; $F_K > F_L$,$T_K > T_L$; $F_K < F_L$,$T_K > T_L$; $F_K = F_L$,$T_K < T_L$; $F_K = F_L$,$T_K = T_L$; $F_K = F_L$
e02651b4-0f1e-5e6e-b597-7561fcd8d02f,COGRAFYA,"Eski çağlarda ticari istikamet doğudan batıya doğruydu. Çin, Hindistan ve diğer Doğu medeniyetlerinde üretilen ürünlerin Avrupalı tüketiciye ulaşması Anadolu'nun kara yolları ve limanları vasıtasıyla mümkündü. Buna göre; I. İpek, II. Baharat, III. Kral, IV. Likya yollarından hangileri, bu ticarete daha fazla katkı sağlamıştır?",I ve II,I ve III,II ve III,II ve IV,III ve IV
