id	subject_area	source_book	source_page	question_text	option_a	option_b	option_c	option_d	option_e	correct_answer	question_image_url	reject_rule	match_tier	verdict	error_type	notes
48733191-91b8-58f8-96ba-6220118b4e69	TURKCE	Aromat Tyt Türkce Model Sorular	27	"I. Uzun tartışmalardan sonra karara varmışlardı, günlerce uğraşarak bir vitrin mankeni yapmışlardı.
II. Yaptıkları vitrin mankenini satmayı düşünmüşler ve mankene eski kıyafetler giydirmişlerdi.
III. Gözleri poruğun rengiyle yapılmış mankenin ton rengi birbirine pek uymamıştı.
IV. Boyaya da araları iyi olmasa da yüzünün gözüne iyice boyamlışlardı.
V. Sonunda anlaşmalar, kimse alçıdan yapılmış vitrin mankenini almaya düşünmüyor.

Numaralanmış cümlelerin hangisinde bağlaç ya da edat yoktur?"	I	II	III	IV	V	E	/static/crops/Aromat_Tyt_Türkce_Model_Sorular/Aromat_Tyt_Türkce_Model_Sorular_p0027_q02.png	R2_aromat_wrong_topic	tier5_qindex_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Tyt Türkçe, TURKCE tag DOĞRU; bağlaç/edat well-formed
e39cedc8-9ed8-54d8-989c-c37c3bb9f3fd	MATEMATIK	Aromat-2023-Ayt-Matematik Soru Bankası	326	"Dik koordinat düzleminde $[2, 4]$ aralığında tanımlı $f$ fonksiyonuna ve alanları $A_1$ birimkare, $A_2$ birimkare ve $A_3$ birimkare olan dik üçgenler şekilde gösterilmiştir.
Bu üçgenlerin alanları arasında $A_1:A_2:A_3 = 2:3:5$ orantısı bulunmaktadır.
$\int_{2}^{4} f(x)dx = 30$ olduğuna göre, $A_1$
I. $3$
II. $4$
III. $5$
değerlerinden hangileri olabilir?"	Yalnız I	Yalnız II	I ve II	II ve III	I, II ve III	B	/static/crops/Aromat-2023-Ayt-Matematik_Soru_Bankası/Aromat-2023-Ayt-Matematik_Soru_Bankası_p0326_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Matematik, MATEMATIK tag DOĞRU; integral A1:A2:A3 oran
a0c6269c-c932-5cae-b2d4-8de365aaa5de	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	93	"Yatay düzlemde $15 \text{ m/s}$ büyüklüğündeki hızla Şekil 1'deki gibi hareket eden $4 \text{ kg}$ kütleli bir cisim patlayarak iki parçaya ayrılıyor. Parçalardan $1 \text{ kg}$ kütleli olanı $30 \text{ m/s}$ hızla Şekil 2'deki gibi ilk hareket yönünü değiştirmeden ilerliyor.
Sürtünmeler önemsenmediğine göre $3 \text{ kg}$ kütleli parçanın hızının büyüklüğü ve yönü aşağıdakilerden hangisinde doğru olarak verilmiştir?"	Büyüklük ($m/s$): 10, Yön: Aynı yönde	Büyüklük ($m/s$): 30, Yön: Aynı yönde	Büyüklük ($m/s$): 30, Yön: Zıt yönde	Büyüklük ($m/s$): 10, Yön: Zıt yönde	Büyüklük ($m/s$): 15, Yön: Aynı yönde	A	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0093_q04.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; patlama parça momentum
dbc9d901-6e6b-57d9-9f25-3900266d5244	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	232	"K ve L noktaları arasında basit harmonik hareket yapan X cisminin periyodu 24 saniyedir.
Noktalar arasındaki uzaklıklar eşit olduğuna göre M noktasından ok yönünde geçen X cisminin bu andan itibaren 20 saniye sonraki konumu aşağıdakilerden hangisidir?"	K	M	O	N	L	C	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0232_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; harmonik hareket
667364b2-da14-580a-a947-a9c5c64cb985	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	266	"Serkan, Barçın ve bu iki kişinin arasında bulunan bir güvercin aynı doğru sabit hızlarla ilerlemekte olup Serkan ve Barçın, güvercinin sabit frekansta çırptığı kanatlarının sesini işitmektedir.
Serkan'ın işittiği sesin frekansı güvercinin kanat çırpma frekansı ile aynı, Barçın'ın işittiği sesin frekansı ise daha yüksektir.
Buna göre,
I. Güvercin Barçın'a yaklaşmaktadır.
II. Serkan güvercine yaklaşmaktadır.
III. Serkan Barçın'a yaklaşmaktadır.
yargılarından hangileri doğrudur?"	Yalnız I	Yalnız II	I ve II	I ve III	II ve III	A	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0266_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; Doppler well-formed
23bb2864-ef38-55cc-adc4-24d39b5e03ac	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	222	"Aylın, ön ve arka tekerleklerinin büyüklükleri eşit olan bisikleti doğrusal bir yörüngede sabit hızla sürmektedir.

Buna göre tekerlekler üzerinde belirtilen P, R, S, T noktalarından hangilerinin yere göre hızı O noktasınınkinden büyüktür?"	Yalnız P	R ve S	Yalnız T	P ve T	P, R ve S	D	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0222_q02.png	R2_aromat_wrong_topic	tier1_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; bisiklet noktalar hız
bf9e5fcd-5b4d-5214-9cbf-eeb2afd18cdc	KIMYA	Aromat 2024 Ayt Fen Bilimleri Net 30	40	Aşağıda VSEPR gösteriml geometrik şekil eşleştirmelerinden hangisi yanlıştır?	AX₄ Düzgün dörtyüzlü	AX₄E Üçgen piramit	AX₂ Doğrusal	AX₃E Düzlem üçgen	AX₂E₂ Açısal	A	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri_Net_30/Aromat_2024_Ayt_Fen_Bilimleri_Net_30_p0040_q01.png	R2_aromat_wrong_topic	tier5_qindex_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Fen Bilimleri Net 30 KIMYA tag content KIMYA (VSEPR) DOĞRU
98f00dd5-29c2-5acf-86a7-62eb6f418ae9	KIMYA	Aromat 2024 Ayt Fen Bilimleri	44	Aşağıdaki bileşiklerden hangisi amonyaklı gümüş nitrat (AgNO₃) çözeltisi ile yer değiştirme tepkimesi verir?	CH₃CH₂C≡CH	CH₃CH₂C(=O)H	CH₃C(=O)CH₃	CH₃C≡CCH₃	CH₃CH₂CH₂OH	E	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri/Aromat_2024_Ayt_Fen_Bilimleri_p0044_q02.png	R2_aromat_wrong_topic	tier5_qindex_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Fen Bilimleri KIMYA tag content KIMYA (alkin Tollens) DOĞRU
5d2f68d5-7659-5a3a-a7a5-6099e784f33b	TURKCE	Aromat Paragraf Soru Bankası	79	"Yolcu otobüsünde, trafiğin cıvıltısı zamanla... Yirmi altı yaşında bir tip, kurdele yerine siçim sanılmış fıtır şapka. Pek uzun boylu, sanki boyunu biri çekmiş gibi. İnsanlar iniyor. Söz konusu tip, yanında duran bir adamdan rahatsız oluyor. Adam, ne zaman biri geçse kendini teklemeye çalışıyor. Ağlamışlı çocuğu bir ses tonu ama aslında saldırgan olmaya çalışıyor. Boş bir koltuk görünce hemen koluna çöküyor.

Bu parçanın anlatımında aşağıdakilerden hangisi kullanılmamıştır?"	Niteleyici sözcük	Benzetme	Teşhis	Farklı duyular	Çıkarmada bulunma	C	/static/crops/Aromat_Paragraf_Soru_Bankası/Aromat_Paragraf_Soru_Bankası_p0079_q03.png	R2_aromat_wrong_topic	tier1b_position_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Paragraf TURKCE tag DOĞRU; otobüs paragrafı
0f760b9d-743e-57e8-9682-4ce0c2a088f6	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	78	"Aşağıda egzersiz yapan kişilerin yaptıkları hareketler gösterilmiştir.
Buna göre I, II ve III resimlerindeki kişilerden hangileri fiziksel olarak iş yapmıştır?"	Yalnız I	Yalnız II	I ve III	II ve III	I, II ve III	D	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0078_q01.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; iş tanımı
6207a95a-a4b2-520b-9aed-44f6adcb55c2	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	34	"Aşağıdaki verilen şekilde her adımda belli bir düzende ardışık sayılar yazılmıştır.
Numarası çift sayı olan adımlardaki sayıların toplamı, numarası tek sayı olan adımlardaki sayıların toplamından 44 fazla olduğuna göre, son adımda yazılan en büyük sayı kaçtır?"	23	25	27	29	31	D	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0034_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Matematik, MATEMATIK tag DOĞRU; ardışık sayı dizilim
7a1d9f90-08b8-51dd-b4dc-f7912b2d8392	MATEMATIK	Aromat-2023-Ayt-Matematik Soru Bankası	294	"Gerçek sayılarda tanımlı
$$f(x) = \frac{x^3}{3} - 2x^2 + 3x + 1$$
fonksiyonuna bu fonksiyonun ekstremum noktalarından çizilen teğet doğruları arasındaki uzaklık kaç birimdir?"	\frac{1}{3}	\frac{2}{3}	1	\frac{4}{3}	\frac{5}{3}	E	/static/crops/Aromat-2023-Ayt-Matematik_Soru_Bankası/Aromat-2023-Ayt-Matematik_Soru_Bankası_p0294_q04.png	R2_aromat_wrong_topic	tier1_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Ayt Matematik, MATEMATIK tag DOĞRU; ekstremum teğet uzaklık
9a623d3a-ff92-568c-82fe-41fa083327af	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	37	Eşit kütleli K ve L cisimleri şekildeki konumdan serbest bırakıldığında cisimler sabit ivme ile harekete başlıyor. Cisimlerin hareket yönünü değiştirmemek şartıyla; I. K cisminin kütlesini artırma, II. L cisminin kütlesini artırma, III. K ve L cisimlerinin kütlelerini eşit miktarda artırma değişikliklerinden hangileri yapılarak deney tekrarlanırsa cisimlerin hareket ivmesinin büyüklüğü artar? (Sürtünmeler önemsizdir.)	Yalnız I	Yalnız II	I ve II	I ve III	II ve III	A	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0037_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; ivme kütle değişim
f5478636-19a8-5b61-82e8-2e706dd5100c	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	99	"Eşit bölmeli yatay bir yolda birbirine doğru hareket eden P ve R cisimleri Şekil 1'deki konumdan 1 süre sonra O noktasında merkezi esnek çarpışma yapıp çarpışmadan 1 süre sonra Şekil 2'deki konuma geliyorlar. Yol ile cisimler arasındaki sürtünme kuvveti önemsenmediğine göre cisimlerin Şekil 1 ve 2'deki konumlarından yola çıkılarak
I. P ve R cisimlerinin kütlelerinin eşit olduğu,
II. çarpışma sonrasında P cisminin momentumunun büyüklüğünün arttığı,
III. çarpışma sonrasında R cisminin kinetik enerjisinin azaldığı
sonuçlarından hangilerine ulaşılabilir?"	Yalnız I	I ve II	I ve III	II ve III	I, II ve III	A	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0099_q04.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; merkezi esnek çarpışma
930ef9ea-4c49-5575-8962-14ac45a6d20c	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	236	"Aslı, Bahar ve Can'ın aday olduğu okul temsilciliği seçiminde okuldaki tüm öğrencilerin %80'i oy kullanmıştır.

Bu seçimde kullanılan oyların %25'ini, Aslı kullanan oyların %20'sini ve Bahar kullanan oyların 220'sini almıştır.

Buna göre, bu okuldaki toplam öğrenci sayısı kaçtır?"	450	500	550	600	650	A	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0236_q04.png	R2_aromat_wrong_topic	tier1_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Matematik, MATEMATIK tag DOĞRU; seçim oy yüzde
0ce25da7-9df0-5dce-b674-bf34a473cea1	MATEMATIK	Aromat-2023-Ayt-Matematik Soru Bankası	26	"Birinci dereceden P(x) polinomu, P(1 - x) polinomuna tam bölünmektedir.
Buna göre, P(x) polinomunun sıfırı kaçtır?"	-1	0	1/4	1/2	3/4	E	/static/crops/Aromat-2023-Ayt-Matematik_Soru_Bankası/Aromat-2023-Ayt-Matematik_Soru_Bankası_p0026_q03.png	R2_aromat_wrong_topic	tier1_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Ayt Matematik, MATEMATIK tag DOĞRU; polinom bölünebilirlik
83894688-fae1-5a2b-bf56-419df77304b5	KIMYA	Aromat Ayt 2024 Fen Bilimleri Model Sorular Net 30	62	Aşağıdakilerden hangisi fermantasyon ve oksijenli solunum için ortak özelliktir?	FAD'nin indirgenmesi	etil alkol veya laktik asit üretilmesi	Mitokondride gerçekleşmesi	ATP üretilmesi	ETS'nin görev yapması	B	/static/crops/Aromat_Ayt_2024_Fen_Bilimleri_Model_Sorular_Net_30/Aromat_Ayt_2024_Fen_Bilimleri_Model_Sorular_Net_30_p0062_q01.png	R2_aromat_wrong_topic	tier5_qindex_page_inline	fail	wrong_topic	claude-text-faz-6-6: Aromat Fen Bilimleri Model Sorular Net 30 KIMYA tag content BIYOLOJI (fermantasyon); wrong_topic
c75159a0-750a-544f-afe2-e61b1efc43c2	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	165	"Elektromıknatıslar, günlük hayatta bir çok alanda kullanılmaktadırlar.

Buna göre;

I. bir binanın dış kapısına gelen misafiri binaya almak amacıyla kapıyı otomatik açmak için kapı otomati düğmesine basıldığında kapı üzerindeki mekanizmanın kapı dilini çekmesi,

II. metal çöp kutularında, vincin ucuna yerleştirilen aygıtın metal parçalarını çekip taşıyarak başka bir noktaya bırakması,

III. hoparlörlerin titretim diyaframını, hoparlörün çalışması sırasında ileri geri hareket etmesi

olaylarından hangilerinde, elektromıknatıs kullanımından bahsedilebilir?"	Yalnız I	I ve II	I ve III	II ve III	I, II ve III	B	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0165_q03.png	R2_aromat_wrong_topic	tier1b_position_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; elektromıknatıs uygulamalar
bc9c5592-ddb6-58fc-91be-b15e9a9e8cc1	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	217	Murat, esnek bir yayda oluşturulan ve ok yönünde ilerleyen bir atmayı sınıfındaki tahtaya şekildeki gibi çiziyor. Murat, sınıfındaki arkadaşlarına yayın A noktasında bir engele bağlı olduğunu fakat engelin sabit ya da serbest olup olmadığının bilinmediğini söylüyor. Murat arkadaşlarından, atmanın A noktasından tamamen yansımış hâlini çizmelerini istediğinde, arkadaşlarından Kazım, Ali ve Türkan aşağıdaki atmaları çiziyorlar. Buna göre, atmanın yansımış hâli, Murat'ın hangi arkadaşlarının çizdiği gibi olabilir?	Türkan ve Ali	Kazım ve Türkan	Yalnız Türkan	Kazım ve Ali	Kazım, Ali ve Türkan	E	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0217_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; yay yansıma
a7f13f6e-d994-5a46-82bd-0fb677721fc3	FIZIK	Aromat 2024 Ayt Fen Bilimleri Model Sorular	10	Bir üreteçle yüklenmiş ve düşey düzlemde tutulan eşit boyutlu A ve B paralel levhalarının arasından yalıtkan iple bağlanarak sarkıtılmış $-q$ yüklü parçacığın denge konumu şekildeki gibidir. Buna göre, I. B levhası negatif yüklüdür. II. Parçacığın ağırlığı, üzerine uygulanan elektriksel kuvvetten büyüktür. III. Levhalar arasındaki elektrik alanın yönü A'dan B'ye doğrudur. yargılarından hangileri doğrudur? ($\sin30^\circ = \frac{1}{2}$; $\cos30^\circ = \frac{\sqrt{3}}{2}$)	Yalnız I	Yalnız II	I ve II	I ve III	II ve III	A	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri_Model_Sorular/Aromat_2024_Ayt_Fen_Bilimleri_Model_Sorular_p0010_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Fen Bilimleri Model Sorular FIZIK tag content FIZIK (elektrik alan) DOĞRU
ce3ce342-eb2b-5448-b691-14af9174c53c	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	229	"$x$ doğrultusundaki mile geçirilmiş bir disk şekilde görüldüğü gibi ok yönünde dönerken sürtünme kuvvetleri etkisiyle yavaşlayarak duruyor.
Buna göre diskin yavaşlaması sırasında açısal momentumu (L), açısal ivmesi ($\alpha$) ve üzerine uygulanan tork ($\tau$) niceliklerinden hangilerinin yönleri açısal hızın yönüne terstir?"	Yalnız L	Yalnız $\alpha$	Yalnız $\tau$	L ve $\alpha$	$\alpha$ ve $\tau$	E	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0229_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; açısal momentum
ad06598b-4681-564a-bbe7-f520bb19bfeb	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	90	"Şekildeki gibi sıkıştırılmış özdeş iki yayın önüne P ve R cisimleri konulduktan sonra yaylar aynı anda serbest bırakıldığında P ve R cisimleri yayların itme kuvvetleriyle yatay düzlem üzerinde harekete geçiyor.
P ve R cisimleri L hizasından aynı anda geçtiğine göre P cisminin;
I. L hizasından geçiş hızı,
II. kütle,
III. yaydan ayrıldığı andaki kinetik enerjisi
niceliklerinden hangileri R'ninkinden büyüktür?"	Yalnız I	Yalnız II	I ve II	I ve III	II ve III	A	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0090_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; yay enerji P,R
48c61b1c-767b-5189-8880-acff557dd7a9	BIYOLOJI	Aromat 2024 Ayt Fen Bilimleri Model Sorular	56	"Sağlıklı bir dişi insanda,
I. Folikül hücreleri
II. Sarı cisim
III. Hipofiz bezi
verilen yapılarının hangilerinden östrojen hormonu salgılanır?"	Yalnız I	Yalnız II	I ve II	II ve III	I, II ve III	C	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri_Model_Sorular/Aromat_2024_Ayt_Fen_Bilimleri_Model_Sorular_p0056_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Fen Bilimleri Model Sorular BIYOLOJI tag content BIYOLOJI (östrojen) DOĞRU
98870f9e-9d03-5d9e-8745-6a0bb40a382b	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	148	Değerleri verilen dirençlerle kurulan elektrik devresinde 1 ve 2 numaralı anahtarlar açıktır. Yalnız 1 anahtarı kapatılırsa, K ve L noktaları arasındaki eş değer direnç $R_1$, yalnız 2 kapatılırsa $R_2$ olduğuna göre $\frac{R_1}{R_2}$ oranı kaçtır?	$\frac{1}{2}$	1	$\frac{3}{2}$	2	$\frac{5}{2}$	A	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0148_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; eş değer direnç
c4365a19-e881-5959-992e-f873575ba176	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	104	"Bir iş yerindeki memurların, şeflerin ve müdürlerin maaş aralığının en küçük ve en büyük değerleri aşağıdaki tabloda gösterilmiştir:
Buna göre, bu iş yerinde
I. Bir memur, şef olursa maaşı en az 630 TL artar.
II. Bir şef, müdür olursa maaşı en fazla 1880 TL artar.
III. Bir memur, müdür olursa maaşı en fazla 3530 TL artar.
ifadelerinden hangileri doğrudur?"	Yalnız I	Yalnız II	Yalnız III	I ve II	II ve III	D	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0104_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Matematik, MATEMATIK tag DOĞRU; memur maaş tablo
