id	v1_sim	v2_sim	delta	v2_class	correct_answer	qtext_preview	ocr_preview	image_url
f72eb914-2bb7-5255-9dc7-90f4b121603b	0.667	0.733	+0.066	v2_moderate	D	ABC üçgen m($\widehat{ACB}$) = $45^\circ$ $|AB| = |BD| = 13$ cm $|AC| = 12\sqrt{2}$ cm olduğuna göre, $|DC| = x$ kaç cm'	ABC üçgen m(AĈB) = 45° |AB| = |BD| = 13 cm |AC| = 12√2 cm  olduğuna göre, |DC| = x kaç cm'dir?	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0073_q01.png
0de879cf-65eb-5091-b515-9ba5f5e8995d	0.650	0.737	+0.087	v2_moderate	C	ABCD yamuk $[AB] \parallel [CD]$ $|ED| = |AD|$ $|BE| = 2|CE|$ $|DC| = 4 \text{ cm}$ $|DE| = 5 \text{ cm}$ Yukarıdaki ver	ABCD yamuk [AB] // [CD] [ED] ⊥ [AD] |BE| = 2|CE| |DC| = 4 cm |DE| = 5 cm |AD| = 8 cm  Yukarıdaki verilere göre, |AB| = x	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0244_q06.png
118f6da4-1a49-54be-b99a-357cd27cc419	0.722	0.737	+0.015	v2_moderate	C	Yukarıdaki şekilde, $[AB] \perp [BC]$, $[BD] \perp [AC]$ ve $[DE] \perp [BC]$ olarak veriliyor. $|BE|=3\sqrt{5}$ br, $|D	Yukarıdaki şekilde, [AB] ⊥ [BC], [BD] ⊥ [AC] ve [DE] ⊥ [BC] olarak veriliyor. |BE| = 3√5 br, |DF| = 12 br olduğuna göre,	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0061_q03.png
35b0f173-d14e-5a5d-92ff-28dc29836d33	0.529	0.737	+0.208	v2_moderate	E	ABCD yamuk, $[AC]$ ve $[BD]$ köşegen, $[AB] \parallel [DC]$, $2|FB|=|EF|$, Alan($\triangle BCF$)=6 cm$^2$ olduğuna göre,	ABCD yamuk [AC] ve [BD] köşegen [AB] // [DC] 2|FB| = |EF| Alan($\widehat{BCF}$) = 6 cm² olduğuna göre, Alan($\widehat{AD	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0212_q02.png
6ab9b020-039a-567e-863f-7a8fa7085e67	0.526	0.737	+0.211	v2_moderate	E	ABC ikizkenar üçgen, $|AB| = |AC|$, B, A, D doğrusal, $[AH] \perp [BC]$, $[DF] \perp [BC]$, $|DE| = 8$ cm, $|EF| = 6$ cm	ABC ikizkenar üçgen, |AB| = |AC|, B, A, D doğrusal. [AH]⊥[BC], [DF]⊥[BC], |DE| = 8 cm, |EF| = 6 cm  Yukarıdaki verilere 	/static/crops/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0066_q02.png
7fe51e71-da8d-5adf-a933-567402ace3c7	0.765	0.737	-0.028	v2_moderate	A	ABCD yamuk $[DC] \parallel [AB]$ $[FE] \parallel [DC]$ $[AD] \perp [DC]$ $|AD| = 6$ br $|AF| = 4$ br $A(ABCD) = 48$ $br^	ABCD yamuk [DC] // [AB] [FE] ⊥ [DC] |AD| = |BC| |EF| = 6 br |AF| = 4 br A(ABCD) = 48 br²  Yukarıda verilenlere göre, |EC	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0221_q01.png
838a050d-593d-5119-bead-221a9cd5213e	0.765	0.737	-0.028	v2_moderate	C	O, çeyrek çemberin merkezi $|OA| = |DE| = |B|$, $D \in [OC]$ $|CD| = 11$ cm, $|DE| = |EB| = 25$ cm $E$ noktası çember üz	O, çeyrek çemberin merkezi  OA ∩ DE = {B}, D ∈ [OC]  |CD| = 11 cm, |DE| = |EB| = 25 cm  E noktası çember üzerinde olduğu	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası_2/345_Tyt_Ayt_Geometri_Soru_Bankası_2_p0049_q03.png
8e76dfe3-8f77-5fd2-9238-6d8bdc41b4b1	0.824	0.737	-0.087	v2_moderate	C	$a, b$ ve $c$ birer gerçek sayıdır. Analitik düzlemde, $y=-x+c$, $y=ax+b$ ve $y=4$ doğruları arasında kalan alan $16 \ b	9. a, b ve c birer gerçek sayıdır.  Analitik düzlemde, y = −x + c, y = ax + b ve y = 4 doğruları arasında kalan alan 16 	/static/crops/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0358_q05.png
bccdbf51-411d-511b-98fb-23b18f8c9269	0.632	0.737	+0.105	v2_moderate	B	O noktası, ABCD eşkenar dörtgeninin ağırlık merkezi, $[OE] \perp [DC]$, $|OE|=6$ br, $|DE|=4$ br. Yukarıda verilenlere g	9.  ABCD eşkenar dörtgen O noktası, ABCD eşkenar dörtgeninin ağırlık merkezi [OE] ⊥ [DC] |OE| = 6 br |DE| = 4 br  Yukarı	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0243_q06.png
db51b898-0e65-5712-b459-851ae9013ef0	0.722	0.737	+0.015	v2_moderate	C	ABCD ikizkenar yamuk olduğuna göre, Alan(ABCD) kaç $\text{cm}^2$ dir? $[AB] \parallel [CD]$ $[AD] = [BC]$ $[AD] \perp [D	[AB] // [CD] |AD| = |BC| [AD] ⊥ [DB] |DC| = 5 cm |AB| = 13 cm  ABCD ikizkenar yamuk olduğuna göre, Alan(ABCD) kaç cm² di	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0246_q01.png
551c1ce8-807b-5e4d-9ec1-c29034295dc8	0.750	0.739	-0.011	v2_moderate	D	ABCD dik yamuk $[AD] \perp [DC]$ $[DA] \perp [AB]$ $[EH] \perp [AB]$ $|CE| = |EB|$ $|HB| = 3$ cm $|DC| = 4$ cm $|AD| = 1	ABCD dik yamuk [AD] ⊥ [DC] [DA] ⊥ [AB] [EH] ⊥ [AB] |CE| = |EB| |HB| = 3 cm |DC| = 4 cm |AD| = 12 cm  Yukarıdaki verilere	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0248_q03.png
8f888101-6a7e-5f79-8007-c222fd1e9991	0.636	0.739	+0.103	v2_moderate	D	ABC üçgen, K noktası ABC üçgeninin dış teğet çemberinin merkezi, $[KD] \perp [BD]$, $[KE] \perp [BE]$, $|AB| = 10$ birim	ABC üçgen, K noktası ABC üçgeninin dış teğet çemberinin merkezi, [KD]⊥[BD, [KE]⊥[BE, |AB| = 10 birim, |AD| = 4 birim, |B	/static/crops/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0088_q05.png
95c18ba7-3222-5953-851f-df496b7e2598	0.714	0.739	+0.025	v2_moderate	C	$G$ noktası, $ABC$ üçgeninin ağırlık merkezidir. $[GF] \parallel [BC]$, $[AC] \parallel [DG]$, $[AB] \parallel [GE]$. $|	G noktası, ABC üçgeninin ağırlık merkezi [GF] // [BC] [AC] // [DG] [AB] // [GE] |DG| + |GF| + |GE| = 12 cm  Yukarıdaki v	/static/crops/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası_p0061_q03.png
028392e2-66be-56fa-b1d7-94eaa4904af9	0.471	0.750	+0.279	v2_moderate	D	ABC dik üçgeninde, $[AB]\perp[BC]$ ve $|AC|=2|BD|=|DC|$ olarak veriliyor. Buna göre, $\frac{m(\widehat{ACB})}{m(\widehat	ABC dik üçgeninde. [AB] ⊥ [BC] ve |AC| = 2|BD| + |DC| olarak veriliyor. Buna göre, $\frac{m(\widehat{ACB})}{m(\widehat{B	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0038_q05.png
07c29612-aeaa-57d4-a1f5-fb7e3e4d6478	0.412	0.750	+0.338	v2_moderate	C	ABCD paralelkenar, $[CF]$, $DCB$'nın açıortayı, $|BC| = 6$ br, $|AF| = 2$ br. Yukarıda verilenlere göre, $C(ABCD)$ kaç b	12. ABCD paralelkenar [CF], $\widehat{DCB}$'nin açıortayı |BC| = 6 br |AF| = 2 br  Yukarıda verilenlere göre, Ç(ABCD) ka	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0230_q05.png
0ac624cc-2b3c-5e98-84be-06b4046c4197	0.733	0.750	+0.017	v2_moderate	C	ABCD dörtgen $|AC| \perp |BD|$ $|CF| = 1$ cm $|EF| = \sqrt{6}$ cm $|DE| = 3$ cm $|AD| = 6$ cm $|BC| = 7$ cm olduğuna gör	9. ABCD dörtgen [AC] ⊥ [BD] |CF| = 1 cm |EF| = √6 cm |DE| = 3 cm |AD| = 6 cm |BC| = 7 cm olduğuna göre, |AB| = x kaç cm'	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0237_q06.png
11b31256-b7b2-52cc-8e0e-e173817c1d86	0.538	0.750	+0.212	v2_moderate	C	ABCD kare, $CF = 2$ birim, $FE = 5$ birim, $AE = 1$ birim Buna göre, ABCD karesinin çevresi kaç birimdir?	ABCD kare |CF| = 2 birim |FE| = 5 birim |AE| = 1 birim  Buna göre, ABCD karesinin çevresi kaç birimdir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0146_q01.png
185702bb-b20f-5261-94a3-f59664ea97a2	0.600	0.750	+0.150	v2_moderate	D	ABC eşkenar üçgen, $[BE] \perp [BC]$, $[ED] \perp [BC]$, $|BD| = 9$ cm. Çevre$(ABC) = 75$ cm olduğuna göre, $|ED| = x$ k	ABC eşkenar üçgen [BE] ⊥ [EC] [ED] ⊥ [BC] |BD| = 9 cm  Çevre(ABC) = 75 cm olduğuna göre, |ED| = x kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0123_q05.png
1d418334-406c-56f2-a687-9a4d17b9735b	0.625	0.750	+0.125	v2_moderate	C	ABCD eşkenar dörtgen, $[MN] \perp [AD]$, $[KL] \perp [AD]$, $A, N, K, C$ doğrusal, $|LK|=6$ br, $|MN|=2$ br. Yukarıda ve	7.  ABCD eşkenar dörtgen [MN] ⊥ [AD] [KL] ⊥ [AD] A, N, K, C doğrusal |LK| = 6 br |MN| = 2 br  Yukarıda verilen boyalı bö	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0245_q01.png
2fb52485-2742-51f2-8c14-7b89ca366625	0.733	0.750	+0.017	v2_moderate	E	$[AB] \perp [AD]$, $[AC] \perp [BC]$, $|AB| = |AD|$, $|CD| = 10$ cm, $|AC| = 8$ cm. Yukarıdaki verilere göre, $|BC|$ kaç	[AB] ⊥ [AD] [AC] ⊥ [BC] |AB| = |AD| |CD| = 10 cm |AC| = 8 cm  Yukarıda verilenlere göre, |BC| kaç cm'dir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0101_q03.png
39878298-cc99-51cf-ae22-024c3d75c9d1	0.529	0.750	+0.221	v2_moderate	C	ABCD kare, $[AC]$ köşegen, $|AE| = 1$ cm, boyalı bölgenin alanı $28 \text{ cm}^2$ olduğuna göre, $|DE| = x$ kaç $\text{c	ABCD kare [AC] köşegen |AE| = 1 cm  boyalı bölgenin alanı 28 cm² olduğuna göre, |DE| = x kaç cm'dir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0375_q05.png
4f6b5732-1880-5ef0-aec3-e5ec50b6a2a8	0.529	0.750	+0.221	v2_moderate	E	ABCD yamuk, $DC \parallel AB$, $m(\widehat{DAB}) = 45^\circ$, $|CD| = 8$ birim, $|AD| = 6\sqrt{2}$ birim, $|AB| = 18$ bi	ABCD yamuk DC // AB m(DÂB) = 45° |CD| = 8 birim |AD| = $6\sqrt{2}$ birim |AB| = 18 birim  Buna göre, A(ABCD) kaç birimka	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0160_q04.png
52b04b9b-e95d-5fc0-87ab-06b7518b00d5	0.714	0.750	+0.036	v2_moderate	A	$[AB] \perp [BC]$, $[AD] \perp [CD]$, $|AB| = 8$ cm, $|AD| = 6\sqrt{2}$ cm, $m(\widehat{BAD}) = 45^\circ$ olduğuna göre,	[AB] ⊥ [BC] [AD] ⊥ [CD] |AB| = 8 cm |AD| = 6√2 cm m(BÂD) = 45°  olduğuna göre, |BC| = x kaç cm'dir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0073_q05.png
5432d684-15a0-5740-8900-b7a72c4ce738	0.733	0.750	+0.017	v2_moderate	D	$[AB] \perp [AD]$ $[BC] \perp [CD]$ $|AB| = 3|CD|$ $|AD| = 7$ cm $|BC| = 9$ cm Yukarıdaki verilere göre, $|CD|$ kaç cm'd	[AB] ⊥ [AD] [BC] ⊥ [CD] |AB| = 3|CD| |AD| = 7 cm |BC| = 9 cm  Yukarıda verilenlere göre, |CD| kaç cm'dir?	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0029_q06.png
5ec2e06a-efa8-57e9-bafb-a1ed957c1dd7	0.500	0.750	+0.250	v2_moderate	A	ABC ve ADC birer üçgen, $BA \perp AC$, $AD \perp DC$, $m(\widehat{ACB}) = m(\widehat{EDC})$, $|AE| = 5$ birim, $|BC| = 1	ABC ve ADC birer üçgen, BA ⊥ AC, AD ⊥ DC  m(AĈB) = m(EĈD), |AE| = 5 birim, |BC| = 13 birim  Buna göre, A(ABC) kaç birimk	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0100_q05.png
6616445f-5290-5ffa-9066-0f8207f8a93c	0.733	0.750	+0.017	v2_moderate	B	ABCDEF ve KLMNPR düzgün altıgen $m(\widehat{EPN}) = m(\widehat{NOT})$, $|ND| = 3$ cm, $|EN| = 5$ cm olduğuna göre, $|PO|	ABCDEF ve KLMNPR düzgün altıgen  m(ÊPN) = m(N̂OT), |ND| = 3 cm, |EN| = 5 cm  olduğuna göre, |PO| = |NT| = x kaç cm'dir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0437_q03.png
67f008a5-5fc8-589d-9ea9-73716f40d602	0.647	0.750	+0.103	v2_moderate	A	ABCD paralelkenar, $[CH]$ açıortay, $[DH] \perp [AB]$, $|AH| = 1$ cm, $|HB| = 4$ cm'dir. Yukarıdaki verilere göre, $|HC|	ABCD paralelkenar, [CH] açıortay, [DH] ⊥ [AB], |AH| = 1 cm, |HB| = 4 cm'dir.  Yukarıda verilenlere göre, |HC| = x kaç cm	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0180_q04.png
6afe0049-2dc1-5264-b136-495e80ad885c	0.478	0.750	+0.272	v2_moderate	C	DE, A noktası çeyrek çembere teğet, [BC] çaplı yarım çembere teğet, $[FC] \cap [AB] = \{K\}$, $DE \parallel CF$, $m(\tex	[DE, A noktası [BC] çaplı yarım çembere teğet [FC] ∩ [AB] = {K} [DE // [CF] m(EDB) = 40°  Yukarıdaki verilere göre, m(AK	/static/crops/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası_p0232_q01.png
6ea71ccb-5da5-548b-9629-22799373f39b	0.750	0.750	+0.000	v2_moderate	A	ABC dik üçgen, $[BC] \perp [AB]$, $[EC] \perp [AD]$, $[BC] = 8$ br, $[AE] = 4$ br. Buna göre, turuncu boyalı üçgenin ala	ABC dik üçgen, [BC] ⊥ [AB] [EC] // [AD] |BC| = 8 br |AE| = 4 br  Buna göre, turuncu boyalı üçgenin alanı kaç br² dir?	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0155_q01.png
76ddd723-5cb6-5c13-ad84-8f41427cf19f	0.625	0.750	+0.125	v2_moderate	E	O merkezli çemberde $[AB]$ kiriş, $[OB] \perp [OC]$, $|BC|=10$ cm, $|AC|=6$ cm olduğuna göre, çemberin yarıçapı kaç sant	12. O merkezli çemberde [AB] kiriş [OB] ⊥ [OC] |BC| = 10 cm |AC| = 6 cm olduğuna göre, çemberin yarıçapı kaç santimetred	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0316_q06.png
770e9734-69a3-5692-a37a-da08092c110b	0.643	0.750	+0.107	v2_moderate	A	ABC üçgen, $[AB] \perp [BC]$, $[BD] \perp [AC]$, $m(\widehat{ACB}) = 30^\circ$, $|DC| = 6$ cm olduğuna göre, $|AD| = x$ 	ABC üçgen [AB] ⊥ [BC] [BD] ⊥ [AC] m(AĈB) = 30° |DC| = 6 cm  olduğuna göre, |AD| = x kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0081_q08.png
8565d615-440e-5154-afbd-356a47417d8a	0.625	0.750	+0.125	v2_moderate	C	Şekilde verilenlere göre, $|LC| = x$ kaç santimetredir? I. ABC üçgen II. $[AL] \cap [DE] = \{K\}$ III. $[DE] \parallel [	ABC üçgen [AL] ∩ [DE] = {K} [DE] // [BC] |DK| = 2 cm |KE| = 4 cm |BL| = 6 cm  olduğuna göre, |LC| = x kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0172_q07.png
8a6709fe-7e94-5dc0-8ea2-b8820ffa38f0	0.600	0.750	+0.150	v2_moderate	A	Yukarıdaki şekilde, $[AB] \perp [BC]$, $[BD] \perp [AD]$, $AD = 4$ br, $BD = 3$ br ve $AC = 13$ br olarak veriliyor. Bun	Yukarıdaki şekilde, [AB] ⊥ [BC], [BD] ⊥ [AD], |AD| = 4 br, |BD| = 3 br ve |AC| = 13 br olarak veriliyor. Buna göre, ADBC	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0147_q01.png
8f10c4db-e13d-5fa4-ad83-9536af14aed2	0.643	0.750	+0.107	v2_moderate	C	ABC üçgen, $[AC] \perp [BC]$, $[CH] \perp [AB]$, $m(\widehat{BAC}) = 15^\circ$, $|AB| + |HC| = 20$ cm olduğuna göre, $|H	13. ABC üçgen [AC] ⊥ [BC] [CH] ⊥ [AB] m(BÂC) = 15° |AB| + |HC| = 20 cm olduğuna göre, |HC| kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0081_q02.png
909b0e8b-adb1-500b-8604-3ca8608ec423	0.769	0.750	-0.019	v2_moderate	D	Yukarıda verilenlere göre, $|AE| = x$ kaç cm'dir? ABC eşkenar üçgen $[BH] \perp [AC]$ $m(\widehat{DAC}) = 15^{\circ}$ $|	ABC eşkenar üçgen [BH] ⊥ [AC] m(DÂC) = 15° |BD| = 4 cm  Yukarıda verilenlere göre, |AE| = x kaç cm'dir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0059_q06.png
9f013e7d-2789-5a2c-9f81-29b5cbbee457	0.786	0.750	-0.036	v2_moderate	C	ABCD dikdörtgen $m(\widehat{ECD}) = 45^\circ$ $|EC| = 2\sqrt{2}$ cm $|BC| = 6$ cm $|AB| = 8$ cm Yukarıda verilenlere gör	ABCD dikdörtgen m(EĈD) = 45° |EC| = $2\sqrt{2}$ cm |BC| = 6 cm |AB| = 8 cm  Yukarıda verilenlere göre, |AE| kaç cm'dir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0208_q06.png
a035a9ae-1b06-5fd5-a6e9-00b3bda879b3	0.625	0.750	+0.125	v2_moderate	E	ABCD eşkenar dörtgen, $[EF] \perp [AD]$, $|ED| = 2 \text{ cm}$, $|FC| = 7 \text{ cm}$, $|AE| = 11 \text{ cm}$ olduğuna g	ABCD eşkenar dörtgen [EF] ⊥ [AD] |ED| = 2 cm |FC| = 7 cm |AE| = 11 cm olduğuna göre, A(ABCD) kaç cm² dir?	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0315_q02.png
a8039746-6fbb-5002-ac90-74efcfd86578	0.529	0.750	+0.221	v2_moderate	D	ABCD dikdörtgen, $[AC]$ köşegen, $m(\widehat{EAC}) = m(\widehat{CAB})$, $|EC| = 17$ cm, $|AB| = 25$ cm. Yukarıdaki veril	ABCD dikdörtgen [AC] köşegen m(EÂC) = m(CÂB) |EC| = 17 cm |AB| = 25 cm Yukarıdaki verilere göre, |BC| = x kaç cm'dir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0210_q04.png
b0f64812-a748-5170-81d0-ed7bc9f384a8	0.667	0.750	+0.083	v2_moderate	E	Şekilde verilenlere göre, $|BF| + |EC|$ toplamı kaç santimetredir? I. $[AC] \sim [DB] = \{K\}$ II. $[AB] \parallel [DC]$	[AC] ∩ [DB] = {K} [AB] // [DC] K ∈ [EF] |AF| = 15 cm |KF| = 12 cm |KE| = 8 cm |DE| = 4 cm  olduğuna göre, |BF| + |EC| to	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0172_q03.png
b7484136-b11f-5141-a863-16889a288c46	0.571	0.750	+0.179	v2_moderate	D	$ABCD$ dörtgen, $[AB] \perp [BC]$, $[DC] \perp [BC]$, $[AF] \perp [BD]$, $[BE] = 6 \text{ cm}$, $|EF| = 4 \text{ cm}$, $	ABCD dörtgen [AB] ⊥ [BC] [DC] ⊥ [BC] [AF] ⊥ [BD] |BF| = 6 cm |EF| = 4 cm |DC| = 4√5 cm  Yukarıdaki verilere göre, |AD| =	/static/crops/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası_p0101_q02.png
ba54c62f-22f6-5c19-a6e9-c0e3ebf17270	0.714	0.750	+0.036	v2_moderate	C	$O_1$, ABCD paralelkenarının köşegenlerinin kesim noktası, $O_2$, EFCB paralelkenarının köşegenlerinin kesim noktasıdır.	O₁; ABCD paralelkenarının köşegenlerinin kesim noktası O₂; EFCB paralelkenarının köşegenlerinin kesim noktasıdır. |AE| =	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0180_q03.png
c0137476-281f-5bad-8eee-0bc85181d2a5	0.652	0.750	+0.098	v2_moderate	C	Dik koordinat düzleminde verilen OABC ikizkenar yamuğunda $|BC| \parallel |AO|$, $|AB| = |OC|$, $A(0, 18)$, $B(7, b)$ ve	Dik koordinat düzleminde verilen OABC ikizkenar yamuğunda [BC] // [AO], |AB| = |OC|, A(0, 18), B(7, b) ve C(a, 4)  Yukar	/static/crops/Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası_p0346_q05.png
c82f8db6-2ae0-5e92-bd1f-eb2d221c3ca4	0.786	0.750	-0.036	v2_moderate	B	ABCD dikdörtgen, $|DE|=12$ br, $[AC] \perp [DE]$. BCE üçgeninin alanı $96$ $br^2$ dir. Buna göre, ABCD dikdörtgeninin al	ABCD dikdörtgen, |DE| = 12 br, [AC] ⊥ [DE] BCE üçgeninin alanı 96 br² dir. Buna göre, ABCD dikdörtgeninin alanı kaç br² 	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0255_q01.png
cb1e0485-9485-5cad-acdd-f77538cdd167	0.611	0.750	+0.139	v2_moderate	C	ABC ve ADE üçgen, $[DE] \parallel [BC]$, $[AG] \perp [BC]$, $|AF| = h_1 \text{ cm}$, $|FG| = h_2 \text{ cm}$. Şekilde Al	ABC ve ADE üçgen, [DE] // [BC], [AG] ⊥ [BC],  |AF| = h₁ cm, |FG| = h₂ cm  Şekilde $\frac{Alan(ADE)}{Alan(BCED)} = \frac{	/static/crops/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0132_q06.png
cbda4cf1-25f6-5eff-a42f-c1eb41f46c4e	0.667	0.750	+0.083	v2_moderate	C	ABC ikizkenar üçgen, $|AB| = |AC|$, $m(\widehat{BED}) = m(\widehat{EAC})$, $|AC| = 12$ cm, $|BE| = 9$ cm, $|EC| = 8$ cm.	ABC ikizkenar üçgen, |AB| = |AC|, m(BÊD) = m(EÂC), |AC| = 12 cm, |BE| = 9 cm, |EC| = 8 cm  Buna göre, |AD| = x kaç cm'di	/static/crops/Bilgi_Sarmalı-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0102_q03.png
d3b4bdc9-0084-5eb1-8f2d-975da6050f32	0.615	0.750	+0.135	v2_moderate	C	$AE \cap BD = \{C\}$ $|EC| = 2$ cm $|DB| = 8$ cm $|AC| = 8$ cm $|DC| = x$ Yukarıdaki verilere göre, $x$ kaç cm'dir?	Şekildeki üçgenlerde DE // AB'dir. AE ∩ BD = {C} |EC| = 2 cm |DB| = 8 cm |AC| = 8 cm |DC| = x Yukarıdaki verilere göre, 	/static/crops/ACİL-TYT-AYT-Geometri_Soru_Bankası/ACİL-TYT-AYT-Geometri_Soru_Bankası_p0081_q04.png
d78e66fc-d7f8-5e8f-9e6a-35b07ba6d30b	0.733	0.750	+0.017	v2_moderate	B	$[AB] \perp [AD]$ $[BC] \perp [CD]$ $|AB| = 3|CD|$ $|AD| = 7$ cm $|BC| = 9$ cm Yukarıdaki verilere göre, $|CD| = x$ kaç 	[AB] ⊥ [AD] [BC] ⊥ [CD] |AB| = 3|CD| |AD| = 7 cm |BC| = 9 cm  Yukarıda verilenlere göre, |CD| = x kaç cm'dir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0029_q06.png
