id,subject_area,q,oa,ob,oc,od,oe,key
66b99b67-6038-5579-84d9-1a979f6c7302,KIMYA,$N_2(g) + 3H_2(g) \to 2NH_3(g)$ Yukarıdaki tepkimeye göre %50 verimle tepkimesinden normal koşullarda kaç litre $NH_3(g)$ elde edilir?,8.96,6.72,4.48,2.24,1.12,C
3e27d615-aaa1-5791-8eb6-4d2e87937e8b,KIMYA,"AgCl tuzunun $t_1$ °C ve $t_2$ °C'deki çözünürlük çarpımları ($K_{çç}$) değerleri sırasıyla $1.10^{-10}$ ve $1.10^{-11}$ dir.
$t_1$ °C'de AgCl'nin katısı ile dengede olan sulu çözeltisinin sıcaklığı $t_2$ °C'ye düşürülüyor.
Buna göre;
I. $Ag^+$ iyonu derişimi
II. AgCl katı kütlesi
III. AgCl'nin çözünürlüğü
niceliklerinden hangileri azalır? ($t_2 < t_1$)",Yalnız I,Yalnız II,Yalnız III,I ve II,I ve III,E
79da4f51-07b9-59f6-bbe2-b085d5be0f52,KIMYA,"Simyacıların araştırma yapmaya iten iki önemli amaç vardır.
Aşağıdakilerin hangisinde bu amaçlar birlikte verilmiştir?","Kimya bilimini oluşturmak
Yeni laboratuvar aletlerini geliştirmek","Bilimsel altyapı oluşturmak
Ölümsüzlük iksirini bulmak","Av aletleri yapmak
Bitkilerden boya elde etmek","Bitkilerden ilaç elde etmek
Bilimsel altyapı oluşturmak","Değersiz metalleri altına çevirmek
Ölümsüzlük iksirini bulmak",E
28f185c1-4325-5453-ab34-49c2415e6267,KIMYA,"Aynı periyotta yer alan X, Y, Z ve T elementleri ile ilgili aşağıdaki bilgiler veriliyor.
• X bileşiklerinde $-3$ ile $+5$ arasında yükseltgenme basamağına sahiptir.
• Y toprak metalidir.
• Z geçiş elementidir.
• T oda koşullarında tek atomlu gaz hâlindedir.
Buna göre X, Y, Z ve T elementlerinin periyodik cetvelde atom numaralarının artışına göre sıralanışı aşağıdakilerden hangisi doğru verilmiştir?",T-X-Y-Z,Y-Z-X-T,Z-T-Y-X,Z-Y-X-T,X-Z-Y-T,B
aeadd3ba-0132-51f3-8410-8705babeebb4,KIMYA,"$0 \text{ }^\circ C$'de dengede bulunan
$NO_{(g)} + \frac{1}{2} O_{2(g)} \rightleftharpoons NO_{2(g)}$
tepkimesinin derişimler cinsinden denge sabiti $K_c = 2$'dir.
Buna göre aynı sıcaklıkta
$2NO_{2(g)} \rightleftharpoons 2NO_{(g)} + O_{2(g)}$
tepkimesinin kısmi basınçlar cinsinden denge sabiti ($K_p$) kaçtır?","5,6","11,2","16,8","22,4","33,6",D
8f1e8173-a76e-58fd-9b8e-ad27646627b0,KIMYA,"25 $^{\circ}$C'de 2 litrelik kapta bir miktar $NH_4Cl$ katısı, $NH_4Cl_{(k)} \rightleftharpoons NH_{3(g)} + HCl_{(g)}$ tepkimesine göre dengeye ulaştığında HCl'nin kısmi basıncı 4 atm oluyor. Buna göre tepkimenin kısmi basınçlar türünden denge sabiti $K_p$ kaçtır?",$\frac{1}{16}$,$\frac{1}{4}$,4,8,16,E
f53a23e1-d5d8-5bc3-8736-58d877ae45e2,KIMYA,Aşağıdaki olaylardan hangisi ile ilgili kimya disiplini yanlış verilmiştir?,Metallerin kimyasal özelliklerinin incelenmesi - Anorganik kimya,DNA yapısının incelenmesi - Biyokimya,Tepkime hızı ve davranışlarının incelenmesi - Fizikokimya,PVC'nin özelliklerinin geliştirilmesi - Elektrokimya,Atık sulardaki ağır metallerin miktarlarının ölçülmesi - Analitik kimya,D
fb57d6f0-2884-5946-bda1-2480cf55bf2f,KIMYA,"$_{12}^{24}\text{Mg}^{2+}$ ve $_{10}^{20}\text{Ne}$ tanecikleri için;
I. İzoelektroniktirler.
II. $_{12}^{24}\text{Mg}^{2+}$ nin katman elektron dizilimi $2-8$ şeklindedir.
III. $_{12}^{24}\text{Mg}^{2+}$ nin nötron sayısı $_{10}^{20}\text{Ne}$ nin nötron sayısından daha fazladır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve III,"I, II ve III",E
0532b486-3153-5d7d-b520-4835ac44460f,KIMYA,"Elektronegatiflik, atomların bağ elektronlarına sahip çıkma eğilimidir. Genel olarak bağ yapan atomlar arasındaki elektronegatiflik farkı; 1,7 ya da daha büyük ise iyonik bağ, 1,7'den daha küçük ise kovalent bağ tanımlaması uygun olur. Aşağıda bazı atomların elektronegatiflik değerleri verilmiştir. Buna göre, aşağıdaki taneciklerden hangisinin bağ türü yanlış verilmiştir?",$Y_2$: Kovalent,$LY$: İyonik,$ZX_3$: Kovalent,$TX_2$: İyonik,$TY$: Kovalent,D
7a4e8313-1990-5bf1-8096-ec73cb8e71bc,KIMYA,"15 gramında 8 gram oksijen içeren aldehit ile ilgili,
I. IUPAC'a göre adı etanaldır.
II. İzomeri olan keton yoktur.
III. Yoğun fazda molekülleri arasında hidrojen bağı içerir.
yargılarında hangileri yanlıştır?
(Atom kütleleri: H: 1, C: 12, O: 16)",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III",B
9bb1b4ea-d3f7-597b-9bc7-d181b59ace70,KIMYA,Aşağıda temel haldeki elektron dağılımları verilen elementlerden hangisi oda koşullarında elektrik akımını iletmez?,$1s^2$,$1s^2 2s^2 2p^6 3s^1$,$1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^{10}$,$1s^2 2s^2 2p^6 2s^2$,$1s^2 2s^2 2p^6 3s^2 3p^5$,E
1281db57-37c2-5694-bbe3-5aa5fdd5e75f,KIMYA,$4f$ orbitalinin açısal momentum kuantum sayısı ($l$) aşağıdakilerden hangisidir?,0,1,2,3,4,D
2a096347-c4eb-5b4b-a3b7-1db763348706,KIMYA,"Elektron dizilişleri ve elektron sayıları aynı, proton sayıları farklı olan taneciklere izoelektronik tanecikler denir. $X^{2+}$ ve $Y^{3-}$ iyonları izoelektronik olduğuna göre $X^{2+}$ iyonunun proton sayısı kaçtır?",20,18,16,14,10,A
caeecf7c-1657-5259-a6ac-258a159fc652,KIMYA,"1. $C_{(k)} + \frac{1}{2}O_{2(g)} \rightarrow CO_{(g)} \Delta H = -100 \text{ kJ}$
2. $CO_{(g)} + \frac{1}{2}O_{2(g)} \rightarrow CO_{2(g)} \Delta H = -180 \text{ kJ}$
Yukarıda verilen tepkimelerle ilgili,
I. CO gazının molar oluşma entalpisi $-100 \text{ kJ}$ dir.
II. $CO_2$ gazının molar oluşma entalpisi $100 \text{ kJ}$ dir.
III. CO gazının molar yanma entalpisi $180 \text{ kJ}$ dir.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,II ve III,D
42aa89f3-d56a-5c4f-86cd-e15d5d72e006,KIMYA,$25^	ext{o}	ext{C}$'de 100 mililitrelik sulu çözeltinin pH değeri 3'tür. Aynı sıcaklıkta bu çözeltinin pH değerini 4 yapmak için çözeltiye kaç mililitre su eklenmelidir?,100,200,900,1000,9900,C
4008420d-466a-561a-9c5b-6c84988e5fef,KIMYA,Sud kostik (NaOH) bileşiği ile ilgili aşağıdakilerden hangisi yanlıştır?,"Yarı saydam kristallerden oluşan, beyaz renkli, nem çekici bir katıdır.",Suda ısı vererek çözünür ve temas edildiğinde derinin suyunu çekerek deriyi yakar.,Deri üzerindeki protein ve yağlarla etkileşerek tüy ve kılların dökülmesini kolaylaştırır.,"Sabun ve deterjan üretiminde, petro - kimya endüstrisinde kullanılır.",Buzdolabı ve klimalarda soğutucu akışkan olarak kullanılır.,E
e6fdabd0-dd33-5b07-8407-b60f18553248,KIMYA,Aşağıdaki denge tepkimelerinden hangisinin maksimum düzensizlik ve minimum enerji eğilimi yönü yanlış verilmiştir?,$CaCO_3(k) \rightleftharpoons CaO(k) + CO_2(g)$,$N_2(g) + 3H_2(g) \rightleftharpoons 2NH_3(g)$,$PCl_3(g) + Cl_2(g) \rightleftharpoons PCl_5(g) + \text{ısı}$,$N_2O_4(g) + \text{ısı} \rightleftharpoons 2NO_2(g)$,$CO_2(g) + 3H_2(g) \rightleftharpoons CH_3OH(g) + H_2O(g) + \text{ısı}$,C
2b2db651-d05f-5662-b569-e55c262da6cb,KIMYA,1. tepkime: $NaCl_{(k)} \rightarrow Na^+_{(suda)} + Cl^-_{(suda)}$ 2. tepkime: $NaCl_{(k)} \rightarrow Na_{(s)} + \frac{1}{2}Cl_{2(g)}$ Verilen tepkimelerle ilgili aşağıdaki açıklamalardan hangisi yanlıştır?,1. tepkimede fiziksel değişim olmuştur.,2. tepkimede kimyasal değişim olmuştur.,2. tepkimede zamanla molekül sayısı azalmıştır.,Her iki tepkimede de atom türü ve sayısı korunmuştur.,2. tepkimede meydana gelen ısı değişimi daha fazladır.,C
398eb50f-244a-5f21-91b3-9e8d7d5037f4,KIMYA,Fosil yakıtlardan oluşan $CO_2$ gazının zaman içinde artması aşağıdakilerden hangisine neden olur?,Ozon tabakasında incelme,Küresel ısınma,Ötrifikasyon,Polimerleşme,Korozyon,B
3a1409f7-47fb-55f4-a505-a81735aa6932,KIMYA,"Halkalı yapıda doymuş $C_xH_y$ bileşiği ile ilgili, I. $y = 2x$ tir. II. $x = 2$ olabilir. III. $y = 6$ ise siklopropandır. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",D
384bcb1a-acbf-5285-b4a1-675f58c2f6e9,KIMYA,"$N_2O_5(g) + H_2O(s) \rightarrow 2HNO_3(suda)$ $Zn(k) + 2HCl(suda) \rightarrow ZnCl_2(suda) + H_2(g)$ Aynı koşullarda gerçekleşen yukarıdaki tepkimeler ile ilgili, I. toplam atom sayısının korunması, II. toplam gaz hacminin korunmaması, III. elektriği ileten çözelti oluşması özelliklerinden hangileri ortaktır?",Yalnız I,Yalnız III,I ve II,II ve III,"I, II ve III",A
27cadc92-c341-5887-a79a-286c4da22eb7,KIMYA,"Aynı periyotta olduğu bilinen X, Y ve Z baş grup elementleri ile ilgili aşağıdaki bilgiler verilmiştir.
• X: Bulunduğu periyotta atom numarası en küçük olan elementtir.
• Y: Bulunduğu periyotta 1. iyonlaşma enerjisi en büyük olan elementtir.
• Z: Serbest hâlde moleküler yapıda bulunan elementtir.
Buna göre X, Y ve Z elementleri ile ilgili,
I. X, 1A grubu (alkali metaller) elementidir.
II. Y, 8A grubu (soygaz) element sınıfındadır.
III. Z, 7A grubu (halojenler) elementi sınıfında olup oda koşullarında gaz hâlde bulunur.
yargılarından hangileri kesinlikle doğrudur?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",E
12875f36-1f9e-5bb7-ab5e-62c13cb6eb65,KIMYA,"Oda koşullarında hazırlanan sulu çözeltiler için:
I. $[H^+] > 10^{-7}$ molar ise pH < 7 dir.
II. $[H^+] = [OH^-]$ ise pH = 7 dir.
III. $[H^+] < [OH^-]$ ise $[H^+] < 10^{-7}$ molardır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",E
a1b7dffe-c689-52fd-bced-c2d61bee2b72,KIMYA,"$X^{2+}$ ve $Y^{2-}$ iyonlarına ait katman elektron dizilimleri $X^{2+}: )2 )8 )8$ ve $Y^{2-}: )2 )8 )8$ şeklindedir. Buna göre, aşağıdaki yargılardan hangisi doğrudur?",X ve Y elementleri izoelektroniktir.,$X^{2+}$ ve $Y^{2-}$ iyonlarının nötron sayıları eşittir.,$X^{2+}$ taneciğinin izobarı olan proton sayısı 16 olamaz.,$Y^{2-}$ taneciğinin nötron sayısı 19'dur.,$X^{2+}$ ve $Y^{2-}$ taneciklerinin kimyasal özellikleri aynıdır.,A
ec2e6541-7564-56cc-9474-3506ac0669d9,KIMYA,"$X_{(k)} + Z^{2+}_{(suda)} \rightarrow X^{2+}_{(suda)} + Z_{(k)}$
tepkimesi kendiliğinden gerçekleşmektedir.
Buna göre, X, Y ve Z elementlerinin elektron verme (yükseltgenme) eğilimleri arasındaki ilişki aşağıdakilerden hangisinde doğru verilmiştir?",$X > Y > Z$,$Z > Y > X$,$Y > Z > X$,$Y > X > Z$,$Z > X > Y$,E
d97555ee-34ed-5880-9608-a5ef136ffffc,KIMYA,Otomobil lastiği ve otomobil iç aksamlarının yapımında kullanılan polimerin adı aşağıdakilerden hangisi doğru olarak verilmiştir?,Buna kauçuğu,Polietilen (PE),Polietilen teraftalat (PET),Kevlar,Polietrafloretilen,A
e5fdc756-db2f-581a-9426-2c6dfbe2cdc8,KIMYA,"273 °C sabit sıcaklıkta 22,4 litrelik sabit hacimli bir kapta 2 atm basınca sahip $PCl_5$ gazı,
$PCl_5(g) \rightleftharpoons PCl_3(g) + Cl_2(g)$
denklemine göre ayrışıyor.
Sistem dengeye geldiğinde kaptaki maddelerin toplam mol sayısı 1,2 olduğuna göre tepkimenin kısmi basınçlar türünden denge sabiti $(K_p)$ kaçtır?","0,1","0,16","0,4",1,"1,6",B
fef5c27b-8692-543c-90cf-5416b73a952e,KIMYA,"NH$_{3}$ molekülündeki proton sayısı hangisinde doğru verilmiştir? ($_{7}$N, $_{1}$H)",15,12,10,9,8,C
c360f84e-9113-5589-8a0f-d9c5e331a543,KIMYA,$_{13}X^{3+}$ iyonunun periyodik cetveldeki yeri hangisinde doğru verilmiştir?,2. periyot 5A,2. periyot 8A,3. periyot 3A,3. periyot 6A,3. periyot 8A,C
83d72628-e587-5309-9f6f-aac05d30b915,KIMYA,"Nötr halde elektron dağılımı bilinen bir element için, I. En büyük baş kuantum sayısı periyodunu verir. II. Değerlik elektron sayısı grup numarasına eşittir. III. En son orbitalin türü periyodik cetvelin hangi blokunda olduğunu verir. yargılarından hangileri doğrudur?",Yalnız II,I ve II,I ve III,II ve III,"I, II ve III",E
c52ff45b-159e-5f55-b083-b00c050d18ba,KIMYA,"Aşağıda bazı elementlerin yükseltgenme potansiyelleri verilmiştir.
$X_{(k)} \rightarrow X_{(s)}^{2+} + 2e^{-} \quad E^{o} = +0,12 \text{ volt}$
$Y_{(k)} \rightarrow Y_{(s)}^{2+} + 2e^{-} \quad E^{o} = +0,28 \text{ volt}$
$Z_{(k)} \rightarrow Z_{(s)}^{2+} + 2e^{-} \quad E^{o} = -0,34 \text{ volt}$
Buna göre,
I. X ve Y aktif, Z pasif metaldir.
II. $X + HCl \rightarrow XCl_{2} + H_{2}$ tepkimesi kendiliğinden gerçekleşmez.
III. Z'nin elektron verme isteği $H_{2}$'den küçüktür.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",A
09c19bcc-c135-5541-bf3c-5de8aeb2006a,KIMYA,"1 litrelik sabit hacimli kapalı bir kaba sabit sıcaklıkta bir miktar $N_2H_{4(g)}$ konularak başlatılan
$N_2H_{4(g)} \rightleftharpoons N_{2(g)} + H_{2(g)}$
tepkimesiyle ilgili aşağıdaki ifadelerden hangisi yanlıştır? ($K_c$: Derişimlere bağlı denge sabiti)",Zamanla 1 yönündeki tepkimenin hızı azalır.,27. saniyede 1 ve 2 yönlü tepkimeler durmuştur.,5. saniyede 1 yönündeki tepkimenin hızı 2 yönündeki tepkimenin hızından fazladır.,$K_c = \frac{25}{3}$.,18. saniyede tepkime dengededir.,B
8f8a1b24-d7a1-5890-bc54-6360883ddcef,KIMYA,"• $SO_2$
• $HCOOH$
• $HNO_3$
Yukarıda verilen maddelerle ilgili,
I. Tümünün sulu çözeltisi elektriği iletir.
II. Oda koşullarında $HCOOH$ sulu çözeltisinin pH değeri 7'den büyüktür.
III. Tümünün sulu çözeltisinde $H^+$ iyon sayısı $OH^-$ iyon sayısından fazladır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve III,II ve III,D
7174c4dd-445f-52ce-af3e-e59ae0d3d82e,KIMYA,"$C_2H_4$ ve $C_3H_6$ gazları karışımı N.K. da $8,96$ litresinde $0,9$ mol C atomu bulunduğuna göre karışımda kaç gram $C_2H_4$ bulunur? ($C:12, H:1$)","0,3",3,6,9,12,C
7089b1e8-e29a-5bbb-94e9-72959e4777eb,KIMYA,"Değerlik elektronunun kuantum sayıları $n=3$, $l=0$ olan bir atomun elektron sayısı en fazla kaç olabilir?",8,10,12,13,15,C
18fbf2fa-89d8-54dc-af50-555a728b0a1a,KIMYA,$C_2H_4 + Cl_2 \longrightarrow C_2H_4Cl_2$ Yukarıdaki tepkimenin entalpisi ($\Delta H$) bağ enerjileri yardımıyla hesaplanmak istenirse aşağıdaki bağlardan hangisinin enerjisinin bilinmesine gerek yoktur?,$C=C$,$Cl-Cl$,$C-H$,$C-Cl$,$C-C$,E
970619ba-075e-5c1a-b07d-f5cbf6b310aa,KIMYA,Hidrojen atomuna ait elektron geçişleriyle ilgili aşağıdaki ifadelerden hangisi yanlıştır?,Enerjisi en düşük ışınlar Pfund serisi ışınlarıdır.,Lyman serisi ışınlar UV ışınlara karşılık gelir.,Balmer serisi ışınlar görünür bölgede yer alır.,Elektronun yüksek enerjili katmandan $n=4$ katmanına geçişleri Brackett serisidir.,5. katmandan elektron geçişlerinde Lyman serisine göre daha çok enerji çıkar.,A
f1a5d636-27e0-56da-a9c9-14330b7efd88,KIMYA,"Nötrleşme tepkimeleri ile ilgili, I. Asit ve baz tepkimeye girer. II. Isı açığa çıkar. III. Tuz ve su oluşur. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",E
4eef441c-9756-50e3-b1f9-ec9f94b68e29,KIMYA,"s orbitalleri ile ilgili,
I. Baş kuantum sayısı arttıkça büyüklüğü artar.
II. 1. enerji düzeyinden itibaren her enerji düzeyinde bulunur.
III. Küresel yapıdadır.
IV. İkincil kuantum sayısı ($l$) '1'dir.
ifadelerinden hangileri doğrudur?",Yalnız I,I ve II,I ve III,"II, III ve IV","I, II ve III",E
830aacf1-2aee-5d54-b9ff-39567515a721,MATEMATIK,$ \frac{x+1}{x-4} + \frac{x+2}{x-5} = 0 $ denklemini sağlayan $x$ değeri kaçtır?,2,$ \frac{3}{2} $,$ \frac{4}{3} $,1,$ \frac{1}{2} $,B
0de8e7bf-f9bc-569f-a594-3ec0253b6fc0,MATEMATIK,"$f(x) = \log_2(x+1)+2$ olduğuna göre, $f(3)+f^{-1}(3)$ toplamı kaçtır?",3,4,5,6,7,D
b3ceaa3a-32a9-554f-bbb0-d645d08b1b5e,MATEMATIK,"$a$ ve $c$ çift, $b$ tek tam sayı olmak üzere, I. $\frac{a}{b}$ bir tam sayı ise çifttir. II. $\frac{a}{b}$ bir tam sayı ise tektir. III. $\frac{a \cdot b}{c}$ bir tam sayı ise tektir. ifadelerinden hangileri daima doğrudur?",Yalnız I,I ve II,Yalnız II,II ve III,"I, II ve III",A
9be43c65-80a6-50bc-9665-933c2c599c4c,MATEMATIK,"$x \in \mathbb{Z}^{+}$ olmak üzere, $3\arccos(x^2-4x+1) = \pi$ denklemini sağlayan $x$ tam sayılar toplamı kaçtır?",-3,-1,1,2,4,E
f6e3b976-fedb-5b7c-888c-82e7c743610c,MATEMATIK,"$a, b, c$ gerçek sayıları için
$|a + b + c| = b$
$|a + c + 2| = 6$
$|a + 2b - 3| = 0$
olduğuna göre $a^2 + b^2 + c^2$ kaçtır?",40,45,50,55,60,C
47406bef-0062-5181-be14-91a48e1eb1bd,MATEMATIK,$\int \sqrt[3]{x} dx + \int 2\sqrt[3]{x} dx + \int 3\sqrt[3]{x} dx + \dots + \int 8\sqrt[3]{x} dx$ ifadesinin eşiti aşağıdakilerden hangisidir?,$27x^{\frac{4}{3}} + c$,$36x^{\frac{4}{3}} + c$,$18x^{\frac{4}{3}} + c$,$27x^{\frac{2}{3}} + c$,$36x^{\frac{2}{3}} + c$,B
4d14efd8-57fd-506e-ada9-e1ef3cffa716,MATEMATIK,"$6 < x^2 - x < 12$ eşitsizlik sistemine göre, I. Çözüm aralıklarından biri $(-3, -2)$'dir. II. $x$'in alabileceği tam sayı değerlerinin toplamı $2$'dir. III. Çözüm aralıklarından biri $(4, \dots)$'dur. ifadelerinden hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III",C
a4b919cd-a642-5b5a-8055-e6dd4ab3b9bc,MATEMATIK,"Gerçek sayılarda kökü olmayan ikinci dereceden bir denklemin diskriminantı her $m$ gerçek sayısı için, $\Delta = 1 - n - m^2 - 4m$ biçimindedir.
Buna göre, $n$ aşağıdaki aralıklardan hangisinde bulunur?","$(3, \infty)$","$(-1, 5)$","$(5, \infty)$","$(- \infty, 3)$","$(-5, 3)$",A
18b5701c-677e-5b57-bda9-5774d1c0fd8c,MATEMATIK,"$(x+y), 2xy, xy^2$ üç terimden oluşan sonlu dizi hem aritmetik hem de geometrik bir dizi ise $\frac{x}{y}$ oranı kaçtır?",$\frac{1}{3}$,$\frac{2}{3}$,1,2,3,D
42f54b78-8808-55a0-a471-acedc128dd4a,MATEMATIK,"90 koltuklu bir sinema salonunda gösterimi yapılan bir filmin ilk yarısında salonda 80 kişi bulunmaktadır. Filmin ikinci yarısı için film arası verildiğinde salondan x kişi ayrılmış, salondan ayrılan kişi sayısının $\frac{3}{10}$'u kadar kişi de salona girdikten sonra salondaki toplam koltuk sayısının $\frac{5}{18}$'i boş kalmıştır. Buna göre, film arasında salondan ayrılan kişi sayısı kaçtır?",15,18,24,30,36,A
af1cf480-fc79-5685-9ee5-c60d0f28687a,MATEMATIK,"$n$ bir pozitif tam sayı ve $a$ sıfırdan farklı bir gerçel sayı olmak üzere derecesi $n$, baş katsayısı $a$ olan bir $f$ polinom fonksiyonu için $[(f(x))^2]'' = (f'(x))^4$ eşitliği sağlanıyor. Buna göre $a \cdot n$ çarpımı kaçtır?",$\frac{1}{4}$,$\frac{1}{3}$,$\frac{1}{2}$,$1$,$2$,C
5a6dc677-997a-5f52-a656-fbf4c5ab1512,MATEMATIK,"$a, b, c$ ardışık tek sayılar ve $a < b < c$ olduğuna göre, $(a-b) \cdot (c-a)$ çarpımının sonucu kaçtır?",-8,-6,-2,4,6,A
5ac238d0-f5a2-5079-b8c0-229be54a0c91,MATEMATIK,"Genel terimi $a_n = \frac{(k-1)n^2 + a \cdot n + 12}{3n-2n}$ olan $(a_n)$ dizisi hem aritmetik hem de geometrik dizidir. Buna göre, $k \cdot a$ çarpımı kaçtır?",-12,-8,-1,8,12,B
39a5689c-5258-5f7a-8979-04595601d705,MATEMATIK,"$P(x)$ polinomu için $(x-1) \cdot P(x) = x^3 - ax - 2$ olduğuna göre, $P(x)$ polinomunun katsayıları toplamı kaçtır?",1,2,3,4,5,C
c0a8a7b1-4f16-51f6-8d9b-7239991149ec,MATEMATIK,"Denklemini sağlayan $x$ değeri kaçtır?
$\frac{2}{x-4} = \frac{4}{1-x}$",2,1,-1,-2,-4,D
2fc196d5-4289-57a7-acd7-a553b7439389,MATEMATIK,"$x$ ve $y$ birer doğal sayı olmak üzere,
$y=\frac{12}{x+1}$
eşitliğini sağlayan kaç tane $(x, y)$ ikilisi vardır?",9,8,7,6,4,D
d27f7e5e-986b-5f70-ab29-23676135ba8d,MATEMATIK,"Yüksek öğrenim için A ve B ülkelerine gönderilmek üzere 5 öğrenci seçilmiştir. Her iki ülkeye en az birer öğrenci gideceğine göre, bu 5 öğrenci kaç farklı gruplama ile gönderilebilir?",10,20,25,30,40,D
17a4853c-04b7-5edd-9ff3-3aeccfea5998,MATEMATIK,"Berk ve Emre'nin şimdiki yaşları toplamı 37'dir. Buna göre, kaç yıl sonra ikisinin yaşları toplamı 49 olur?",8,6,5,4,3,B
50330a19-0e00-59b4-b2b2-d7d27a226e3b,MATEMATIK,"$P(x-3) = x^3 - mx^2 + 2mx - 1$ polinomu veriliyor. $P(x-2)$ polinomunun $x-6$ ile bölümünden kalan $8$ olduğuna göre, $m$ kaçtır?",6,4,2,-4,-6,E
04242203-68f2-572e-b675-ecc365b53393,MATEMATIK,"$f: \mathbb{R} - \{1, 2\} \to \mathbb{R}$ olmak üzere, $f(x) = \frac{1}{x^2 - 3x + 2}$ olduğuna göre, $f(3) + f(4) + f(5) + ... + f(100)$ toplamının sonucu kaçtır?",$\frac{97}{99}$,$\frac{98}{99}$,$1$,$\frac{100}{99}$,$\frac{101}{99}$,B
64b24d62-aa0a-54ff-9493-10e6d8eaa98e,MATEMATIK,"$(a_n)$ geometrik dizi olmak üzere, $a_1+a_2+...+a_m=m$ ve $a_1+a_2+...+a_n=n$ olduğuna göre, bu dizinin ortak çarpanının m ve n türünden ifadesi aşağıdakilerden hangisidir?",$\frac{m}{n}$,$\frac{n}{m}$,$m \cdot n$,$m+n$,$m-n$,A
82bbaec4-ec4f-57b2-966c-1079ea6580e5,MATEMATIK,"$\log_2{3} = A$ olduğuna göre, $8^A + 9^A$ ifadesinin eşit kaçtı?",28,29,30,31,32,C
f8557911-c228-5fb5-bcb4-ec3728926ec2,MATEMATIK,Bir pastacı hazırladığı yaş pasta için 2 paket margarin kullandığında yağ oranı %10 olmaktadır. Pastacı 2 paket yerine 7 paket margarin kullansaydı pastanın yağ oranı yüzde kaç olurdu?,20,25,28,30,35,E
8a98f2dd-8465-54db-85f0-b96517100eda,MATEMATIK,"Dik koordinat düzleminde denklemi $(x-7)^2+(y-9)^2=25$ olan bir çember veriliyor. Bu çember orijin etrafında saat yönünde döndürülerek merkezi $(a,-11)$ olan bir çember elde ediliyor.
Elde edilen çemberin y eksenini kestiği noktalardan orijine yakın olanın koordinatları aşağıdakilerden hangisidir?","$(0,-4)$","$(0,-7)$","$(0,-10)$","$(0,-12)$","$(0,-15)$",D
30110b22-a9a0-55d2-803a-0273929d4083,MATEMATIK,$18 \cdot 3^8 + 2 \cdot 3^{10} - 4 \cdot 3^9$ işleminin sonucu kaçtır?,$8 \cdot 3^9$,$20 \cdot 3^8$,$15 \cdot 3^8$,$17 \cdot 3^8$,$36 \cdot 3^8$,A
9f53dd57-ac55-5e2e-864f-beb3f760e52e,MATEMATIK,"$f(x) = 2x^3 - 3x^2 - 36x$ fonksiyonunun $[0, 2]$ aralığında alabileceği en küçük değer kaçtır?",-76,-72,-68,-64,-58,B
1a9a32e1-d9a8-57c8-a218-79b53b779eaf,MATEMATIK,"Aydın bir web sayfasını sabit hızla çalışarak 36 günde hazırlıyor. Buna göre, Aydın günlük çalışma hızını 2 kat artırırsa aynı web sayfasını kaç günde hazırlar?",9,12,15,18,21,D
0ddfecbd-b3a0-5327-97ac-44217ae59ca9,MATEMATIK,"Cihan tahtaya $P(x)$ polinomu, Necla ise tahtaya $Q(x)$ polinomu yazmıştır. Daha sonra Toprak bu iki polinomu çarparak tahtaya $R(x) = x^4 - x^3 - 4x^2 + 4x$ polinomunu yazmıştır. Cihan'ın yazdığı $P(x)$ polinomunun başkatsayısı $1$ olduğuna göre Cihan tahtaya kaç farklı şekilde $P(x)$ polinomu yazmış olabilir?",4,8,16,32,64,C
21a09a6e-bb57-5d13-b280-af4a65b40161,MATEMATIK,$(x^2+3x)^2-14(x^2+3x)+40=0$ denkleminin en büyük kökü ile en küçük kökünün toplamı kaçtır?,1,-2,-3,4,2,C
0125585f-ac0d-5fac-8887-9bc696f77b59,MATEMATIK,"$\left(1+\frac{1}{a}\right)$ sayısının %a'sı, $(a-b)$ olduğuna göre;
$\frac{b}{a}$ kaçtır?",$\frac{9}{10}$,$\frac{99}{100}$,$\frac{11}{9}$,$\frac{9}{11}$,$\frac{101}{99}$,B
2692764e-25c4-5f2c-b4c1-3c6565e7763b,MATEMATIK,$1 \le \frac{x-6}{5} < 2$ eşitsizliğini sağlayan kaç farklı tam sayı değeri vardır?,6,7,8,9,10,E
